iStimSide,iTargSide,iSideFirst,iStim,iGen,sylTarg,sylDist,sylCent,sylFlank,sylFlankFirst
1,1,0,0,1,231,323,2232,322,0
1,1,1,1,0,321,213,2321,311,0
0,0,0,1,0,321,132,2322,122,1
0,0,0,1,1,232,321,3222,221,1
1,0,0,0,1,131,313,1221,223,0
1,0,1,0,1,212,121,3111,111,0
0,1,0,1,1,131,312,1311,213,1
0,1,1,1,0,121,232,3313,331,0
1,1,0,1,1,232,121,1311,222,0
0,0,0,0,1,212,123,2311,213,0
1,0,1,0,0,231,323,3311,113,0
0,1,1,0,0,231,322,1221,313,0
1,0,1,1,0,121,213,2221,231,1
1,0,1,1,1,312,131,2232,212,1
1,1,1,0,1,323,232,1121,321,0
0,1,0,0,1,313,121,3311,113,1
1,0,0,0,0,231,123,2131,122,1
1,0,0,1,1,121,313,2122,221,1
0,0,1,0,1,323,132,2231,133,1
0,0,0,0,0,121,232,3133,133,0
0,0,1,0,0,332,123,2322,133,0
0,1,0,1,0,121,213,2133,223,1
0,0,1,1,0,131,312,3223,322,1
1,1,1,0,0,321,212,1121,131,1
0,0,1,1,1,213,132,3231,321,1
0,1,1,0,1,323,212,3231,232,1
1,1,1,1,1,121,312,1232,311,0
0,1,1,1,1,232,313,3213,112,0
1,1,0,1,0,133,321,2223,211,1
1,1,0,0,0,132,213,1132,133,0
0,1,0,0,0,132,213,3213,322,0
1,0,0,1,0,212,321,2133,132,1
