iStimSide,iTargSide,iSideFirst,iStim,iGen,sylTarg,sylDist,sylCent,sylFlank,sylFlankFirst
0,1,0,0,0,332,213,1213,312,1
1,1,1,1,0,313,232,2213,213,0
1,0,0,1,0,212,131,1121,222,0
0,0,1,1,0,321,213,1131,232,0
1,1,1,0,0,323,232,1211,211,0
1,0,1,1,0,323,232,3331,332,1
1,0,1,0,0,313,121,1311,332,0
1,0,1,1,1,312,131,2221,311,0
0,1,0,0,1,323,232,1122,322,0
1,1,0,1,1,132,223,2323,222,1
0,0,0,1,1,221,312,3331,311,1
1,0,0,0,0,112,221,1123,113,1
0,1,1,1,0,121,312,1211,121,1
1,0,0,0,1,323,131,3223,211,0
1,1,0,0,0,313,231,3212,323,0
0,0,1,0,0,121,232,3311,133,1
0,1,0,1,1,131,323,1223,133,1
0,0,1,1,1,312,233,2313,333,1
0,0,0,0,1,132,213,2332,211,0
0,1,1,0,1,313,231,3123,221,0
1,0,0,1,1,221,313,2312,133,1
0,0,1,0,1,123,231,3121,331,0
1,1,1,0,1,213,121,2122,212,1
0,0,0,1,0,112,231,2132,211,1
1,1,0,1,0,211,133,3322,321,0
1,1,1,1,1,121,213,3112,122,0
0,1,0,1,0,123,312,1222,223,1
1,0,1,0,1,232,323,1132,332,1
0,0,0,0,0,313,131,3123,213,1
1,1,0,0,1,322,133,3233,121,0
0,1,1,1,1,321,233,1222,113,1
0,1,1,0,0,123,212,3113,333,0
