iStimSide,iTargSide,iSideFirst,iStim,iGen,sylTarg,sylDist,sylCent,sylFlank,sylFlankFirst
0,0,0,1,1,131,322,2112,131,0
0,1,1,0,0,212,121,3231,223,0
0,1,1,1,0,121,332,2221,323,0
1,1,0,1,0,131,213,2123,211,0
0,0,1,0,1,131,323,1312,331,0
1,0,1,1,1,133,312,1233,222,1
1,1,1,1,0,321,133,1213,121,1
1,0,0,1,1,232,323,3112,232,0
1,1,0,1,1,312,121,2322,213,0
0,0,1,0,0,131,213,2312,333,1
0,0,0,0,1,123,231,1231,111,1
1,1,0,0,1,132,321,3133,331,0
1,0,1,0,1,321,213,3131,213,0
0,0,1,1,1,231,312,3211,223,1
1,0,0,0,1,213,121,3212,133,0
1,0,0,0,0,132,213,3212,331,1
0,1,0,1,0,323,132,1131,212,0
1,1,1,0,1,121,312,3231,111,1
1,0,1,1,0,123,312,1133,133,1
0,1,1,0,1,123,232,3332,313,1
1,0,0,1,0,121,213,1121,333,1
0,0,0,1,0,323,212,3231,331,0
1,1,1,0,0,312,133,1213,311,1
0,1,0,0,0,213,321,1322,331,0
1,1,1,1,1,212,121,2323,213,1
0,1,0,1,1,313,121,2111,312,1
0,0,0,0,0,212,121,1223,332,1
0,1,0,0,1,232,321,2321,231,0
1,0,1,0,0,133,212,2121,132,1
1,1,0,0,0,122,213,2131,123,0
0,0,1,1,0,323,212,2233,122,1
0,1,1,1,1,331,212,1112,221,0
