iStimSide,iTargSide,iSideFirst,iStim,iGen,sylTarg,sylDist,sylCent,sylFlank,sylFlankFirst
0,0,0,0,1,121,212,1211,132,1
1,0,1,0,0,132,313,1113,222,0
0,1,1,1,1,313,232,1121,131,0
0,0,0,1,0,312,121,2123,323,0
1,0,0,0,0,232,321,1221,322,0
0,0,0,1,1,312,231,3123,212,1
0,1,1,0,1,123,332,1322,111,1
0,0,0,0,0,131,323,1113,212,1
1,0,0,1,0,213,131,1121,231,0
1,1,0,1,0,112,323,3223,333,0
0,0,1,0,0,311,123,1322,211,0
0,1,0,1,0,312,131,1132,233,0
0,1,0,0,0,232,123,1231,213,0
0,0,1,1,1,323,131,1331,233,1
1,1,1,1,1,323,231,3131,232,1
0,0,1,1,0,121,212,1121,112,0
0,1,1,1,0,121,313,1121,111,0
1,0,1,0,1,311,133,3131,133,1
0,0,1,0,1,231,113,3311,232,0
0,1,1,0,0,232,321,3132,311,1
0,1,0,1,1,322,213,1311,211,0
0,1,0,0,1,312,123,3321,321,0
1,0,0,0,1,213,131,1312,221,1
1,1,0,0,0,321,112,1332,311,1
1,1,1,0,1,323,131,3222,111,1
1,0,0,1,1,121,312,1223,333,0
1,1,0,1,1,212,123,3132,133,1
1,0,1,1,0,211,123,1223,322,1
1,1,1,1,0,232,121,3132,221,1
1,1,0,0,1,321,132,1131,311,1
1,0,1,1,1,212,131,3111,121,1
1,1,1,0,0,232,123,1332,121,0
