iStimSide,iTargSide,iSideFirst,iStim,iGen,sylTarg,sylDist,sylCent,sylFlank,sylFlankFirst
0,0,1,0,1,313,131,3311,213,0
1,1,1,1,1,223,312,3331,213,1
1,0,1,1,1,133,212,1131,212,1
1,0,1,1,0,321,213,2232,311,1
0,0,0,1,0,313,232,1331,122,0
1,1,0,0,1,232,123,3331,331,1
0,0,1,1,0,232,323,1122,113,1
0,1,0,0,1,212,323,1321,212,1
0,0,0,1,1,232,311,2133,222,0
1,1,0,0,0,121,232,3313,233,1
0,1,1,1,1,231,313,3323,122,1
0,0,0,0,0,213,321,1311,123,1
1,0,0,0,1,232,321,1123,123,1
1,1,1,1,0,231,313,1331,121,1
1,0,0,1,1,231,122,2112,321,0
1,1,1,0,0,321,212,3122,321,0
0,1,0,1,1,123,212,3121,123,1
1,1,1,0,1,121,313,2332,131,0
1,0,1,0,1,321,212,2122,222,1
0,0,1,1,1,213,331,2221,311,0
0,1,1,1,0,212,123,3122,222,0
1,0,0,0,0,321,232,2131,221,0
0,0,0,0,1,122,233,1211,222,0
0,1,1,0,1,323,211,3313,312,0
1,1,0,1,0,213,121,2212,223,0
0,1,0,1,0,232,323,1131,121,1
0,1,1,0,0,112,231,2322,222,1
0,0,1,0,0,213,131,1131,111,0
1,1,0,1,1,132,321,1122,322,0
0,1,0,0,0,232,113,3221,221,1
1,0,0,1,0,233,322,2331,321,0
1,0,1,0,0,212,133,3331,311,0
