iStimSide,iTargSide,iSideFirst,iStim,iGen,sylTarg,sylDist,sylCent,sylFlank,sylFlankFirst
0,0,0,0,0,113,231,2111,113,1
1,0,1,1,0,232,323,3232,223,0
0,0,0,0,1,122,313,2121,221,0
1,0,0,1,1,312,123,1232,133,0
0,1,0,0,0,113,321,2232,133,0
1,0,1,0,1,213,332,2321,323,0
1,1,1,0,0,121,332,2333,221,0
0,0,1,1,1,123,212,3213,223,1
1,0,0,0,0,113,231,1132,213,1
1,1,0,0,1,121,313,3311,311,1
1,0,1,0,0,212,121,1213,313,0
1,0,1,1,1,331,113,3233,232,0
0,0,1,0,0,121,213,3132,311,1
1,1,0,1,0,312,231,2113,322,0
1,0,0,1,0,313,132,3331,113,0
0,0,0,1,0,132,323,2133,122,1
1,1,0,1,1,123,231,2221,123,1
0,1,1,0,0,232,313,1213,213,1
1,0,0,0,1,231,313,3323,331,0
1,1,0,0,0,131,312,1113,311,1
0,0,1,0,1,133,212,1232,221,1
0,1,1,0,1,323,231,3233,311,1
1,1,1,0,1,232,113,2131,322,1
0,0,0,1,1,232,311,1132,333,1
0,1,0,0,1,231,123,2322,133,1
0,1,1,1,1,123,331,3332,232,1
0,1,1,1,0,131,313,1113,232,0
1,1,1,1,1,121,232,1112,223,1
1,1,1,1,0,131,213,3223,313,0
0,0,1,1,0,322,233,1233,333,0
0,1,0,1,0,211,123,3123,212,0
0,1,0,1,1,131,223,1233,223,0
