iStimSide,iTargSide,iSideFirst,iStim,iGen,sylTarg,sylDist,sylCent,sylFlank,sylFlankFirst
0,0,1,0,1,312,133,1112,213,1
1,1,1,0,1,213,322,2223,331,1
0,1,1,0,1,212,323,2331,223,0
1,1,0,1,1,123,231,2233,112,1
1,0,1,1,0,231,312,2312,212,1
0,0,1,1,1,321,212,1133,322,0
1,1,1,1,1,311,232,3132,121,1
0,1,1,0,0,331,213,3121,313,0
1,1,1,0,0,323,131,1322,232,1
0,0,1,1,0,133,321,3311,331,0
0,1,0,1,1,212,323,2311,222,0
0,0,0,1,1,313,232,2123,123,0
1,0,0,1,1,212,131,1233,211,0
0,1,1,1,1,313,231,3221,121,1
1,0,0,0,0,113,331,3321,111,0
1,1,1,1,0,312,131,3121,323,1
0,0,0,0,1,121,212,3313,213,0
0,1,0,1,0,232,313,1321,211,1
1,1,0,0,0,323,231,2232,321,1
0,0,0,1,0,231,312,3313,133,1
1,0,1,1,1,312,121,3123,211,0
0,1,0,0,1,232,121,2332,132,1
1,0,1,0,1,231,323,1221,132,1
1,0,0,1,0,323,131,1331,333,1
1,0,1,0,0,312,231,2213,331,0
0,1,1,1,0,232,313,2322,212,1
0,1,0,0,0,312,121,3211,131,0
0,0,0,0,0,232,323,3322,231,0
1,0,0,0,1,323,131,2312,112,0
1,1,0,1,0,321,113,1112,111,0
0,0,1,0,0,321,132,3131,122,1
1,1,0,0,1,231,323,2322,211,0
