iStimSide,iTargSide,iSideFirst,iStim,iGen,sylTarg,sylDist,sylCent,sylFlank,sylFlankFirst
0,1,1,1,1,323,212,1321,123,0
0,1,0,1,0,131,322,1323,133,0
0,0,0,0,1,312,231,1112,122,0
1,0,1,0,1,223,332,1321,111,0
1,0,1,1,0,312,231,1232,322,1
1,0,1,0,0,231,313,2112,113,0
1,1,0,1,1,232,123,1232,132,1
0,1,1,0,1,213,321,1313,123,1
0,0,1,0,0,232,313,1311,222,0
1,1,1,1,1,131,212,1332,233,0
0,1,0,0,1,211,132,3331,123,0
1,1,0,0,0,323,131,3221,232,0
0,0,1,1,0,313,131,3323,321,1
0,0,0,0,0,132,213,2322,121,1
0,1,0,0,0,122,231,1332,223,1
0,1,0,1,1,233,121,3113,222,1
0,0,0,1,1,113,332,2213,133,1
0,0,1,0,1,132,313,3213,333,0
1,0,1,1,1,131,312,2133,311,0
1,0,0,1,1,232,121,2322,233,1
0,0,0,1,0,121,313,3133,212,1
1,0,0,0,0,231,123,3331,313,0
1,1,1,1,0,131,313,2332,112,1
1,0,0,1,0,322,233,3111,331,0
0,1,1,1,0,321,212,3312,133,1
1,1,1,0,0,121,312,2122,313,0
1,1,0,0,1,212,121,2231,311,1
0,1,1,0,0,231,323,3233,231,0
1,0,0,0,1,212,323,3122,223,1
1,1,1,0,1,321,213,2232,121,1
1,1,0,1,0,323,231,1221,231,1
0,0,1,1,1,231,122,3311,113,0
