iStimSide,iTargSide,iSideFirst,iStim,iGen,sylTarg,sylDist,sylCent,sylFlank,sylFlankFirst
0,1,0,1,1,313,221,3331,332,1
0,0,1,0,0,322,211,3223,131,1
0,0,1,0,1,113,332,2122,123,1
1,1,0,0,0,121,332,3232,111,1
0,1,1,0,1,232,313,1313,122,0
0,0,0,1,1,312,123,2311,333,0
1,1,1,0,0,211,323,1112,123,1
1,0,1,0,0,313,121,1121,233,1
0,1,1,0,0,123,212,1232,111,1
1,1,0,1,1,321,112,3223,122,0
1,0,1,0,1,231,312,3323,211,1
0,1,0,0,1,131,323,3223,333,0
0,0,0,0,1,212,131,1311,112,1
1,1,1,1,0,132,323,1223,321,0
1,1,1,0,1,212,131,3122,123,0
1,1,0,0,1,213,331,3321,233,0
1,1,0,1,0,221,133,3232,333,0
1,0,1,1,1,122,231,3132,213,0
1,1,1,1,1,113,232,2223,212,0
1,0,0,1,1,133,321,3112,321,1
0,1,1,1,1,232,313,3211,222,0
1,0,1,1,0,232,123,2211,321,1
0,1,1,1,0,131,312,3132,123,0
0,1,0,1,0,213,321,3313,223,1
1,0,0,1,0,321,213,1211,112,0
1,0,0,0,0,232,321,1232,313,1
0,0,0,0,0,323,232,1211,232,1
0,0,0,1,0,213,331,2323,213,0
1,0,0,0,1,313,132,1113,131,1
0,1,0,0,0,231,313,3332,211,0
0,0,1,1,0,233,321,3212,321,0
0,0,1,1,1,122,233,2213,122,1
