iStimSide,iTargSide,iSideFirst,iStim,iGen,sylTarg,sylDist,sylCent,sylFlank,sylFlankFirst
1,1,0,1,0,121,312,3211,133,0
1,0,0,1,0,312,131,3312,231,1
0,0,1,0,0,313,221,2233,132,0
0,1,1,1,0,321,233,2213,231,1
1,0,1,0,1,231,323,3113,131,0
1,0,0,1,1,131,212,3313,232,0
0,1,1,1,1,132,311,3113,112,0
1,1,0,1,1,232,321,2332,131,1
1,1,1,1,0,323,232,3111,231,1
0,0,0,0,0,231,123,3323,223,0
0,1,0,0,0,123,231,1311,133,1
0,0,0,0,1,311,123,3222,121,0
0,0,0,1,0,131,322,1133,132,1
0,0,0,1,1,233,121,1322,322,1
0,1,0,0,1,312,233,1212,111,1
0,0,1,1,0,221,112,2122,223,0
0,1,1,0,1,311,233,1312,333,1
1,0,0,0,1,132,323,3121,312,0
1,0,1,1,0,313,231,3222,332,1
0,1,0,1,1,131,323,3322,112,0
1,1,0,0,1,121,233,1232,113,0
0,0,1,0,1,232,323,3131,211,0
1,0,0,0,0,232,313,1213,223,0
1,0,1,0,0,132,323,2221,321,1
1,1,1,0,1,212,123,2112,223,1
0,0,1,1,1,313,121,3211,113,1
0,1,0,1,0,122,213,2211,112,0
1,1,1,0,0,121,232,3232,332,1
1,0,1,1,1,213,332,1223,211,0
1,1,1,1,1,221,313,1313,321,1
0,1,1,0,0,321,133,2133,111,0
1,1,0,0,0,213,121,3132,322,1
