iStimSide,iTargSide,iSideFirst,iStim,iGen,sylTarg,sylDist,sylCent,sylFlank,sylFlankFirst
1,0,1,0,0,322,233,3122,332,0
0,0,0,0,1,121,313,2223,221,0
0,0,1,1,0,323,212,3332,211,1
0,0,1,0,1,323,132,3331,323,1
0,1,1,1,1,212,323,3112,122,0
1,0,1,1,0,132,213,3122,232,0
1,1,1,0,1,322,231,3123,212,0
1,0,0,1,0,312,121,3331,311,1
1,1,0,1,1,212,323,2213,122,1
0,0,0,0,0,121,232,3331,322,0
0,1,0,1,0,321,213,1233,212,1
0,1,1,1,0,321,132,1131,122,1
0,1,1,0,0,121,233,1312,231,0
0,0,0,1,1,312,231,3313,112,1
0,0,1,1,1,132,211,2123,222,1
0,0,1,0,0,131,313,3322,223,0
1,0,0,0,0,123,231,3112,133,0
1,1,0,1,0,232,313,3312,211,1
1,0,0,1,1,322,213,1112,321,0
0,1,0,0,0,122,313,2111,223,0
1,1,1,1,1,212,121,2232,333,0
1,1,0,0,0,233,321,2312,332,1
0,0,0,1,0,212,121,3222,312,0
1,1,0,0,1,321,212,3233,221,1
1,0,0,0,1,313,132,3213,323,1
1,1,1,0,0,131,212,2223,213,0
0,1,1,0,1,313,221,3212,111,0
1,0,1,1,1,231,323,3113,121,1
1,0,1,0,1,213,332,1133,113,1
1,1,1,1,0,213,121,3133,121,1
0,1,0,0,1,121,313,1332,233,1
0,1,0,1,1,312,131,3212,323,0
