iStimSide,iTargSide,iSideFirst,iStim,iGen,sylTarg,sylDist,sylCent,sylFlank,sylFlankFirst
0,0,0,1,0,323,232,2111,133,1
0,0,0,0,0,121,313,3232,221,0
1,1,0,0,0,321,233,2213,232,1
1,0,0,1,0,233,121,3332,121,0
1,0,1,0,1,322,131,1122,233,0
1,1,1,0,1,231,123,1133,311,1
1,0,1,1,0,213,331,2111,333,1
1,0,1,0,0,133,322,2111,212,0
1,0,0,1,1,321,212,1213,233,1
1,0,1,1,1,231,123,3111,232,1
0,1,1,0,0,133,211,3111,312,1
0,1,1,1,0,312,231,3233,213,1
0,0,1,1,0,223,132,1312,133,0
1,0,0,0,0,212,121,2231,231,1
0,1,1,1,1,131,213,1222,222,0
1,1,1,0,0,123,311,3113,213,1
0,0,0,0,1,221,132,2213,223,0
1,1,1,1,1,313,231,1311,121,1
1,1,0,1,0,323,211,2121,131,1
1,1,0,0,1,213,122,1113,122,0
0,0,1,0,0,312,131,1122,133,0
0,0,1,1,1,223,131,1121,113,1
0,1,0,0,1,313,231,3213,231,0
1,1,1,1,0,321,213,1131,331,0
1,1,0,1,1,213,132,3321,212,0
0,0,1,0,1,232,121,2331,313,1
0,1,0,0,0,313,131,1133,331,0
1,0,0,0,1,212,321,3232,111,0
0,1,1,0,1,122,313,2311,323,1
0,1,0,1,0,232,323,2333,112,0
0,0,0,1,1,132,323,2313,211,1
0,1,0,1,1,131,313,3323,213,0
