iStimSide,iTargSide,iSideFirst,iStim,iGen,sylTarg,sylDist,sylCent,sylFlank,sylFlankFirst
1,0,0,1,1,231,312,2111,322,0
1,0,0,1,0,312,131,1222,333,0
1,0,0,0,0,231,123,3113,232,1
1,0,1,0,0,323,131,2131,123,1
0,1,1,1,0,321,212,3113,131,0
0,1,1,0,1,332,213,3122,121,0
0,0,0,0,0,121,212,2313,133,0
0,0,1,0,1,112,321,1321,321,0
0,1,0,0,0,131,313,3213,212,0
1,0,1,0,1,321,213,2213,231,1
0,0,0,1,1,132,211,3121,231,0
1,0,1,1,0,121,213,2223,113,0
1,1,1,1,0,323,232,2223,333,0
0,1,1,0,0,323,212,1221,313,0
1,1,1,1,1,213,321,2211,131,1
0,1,1,1,1,131,213,3232,121,1
1,1,0,1,1,213,331,3222,223,1
0,1,0,0,1,313,132,2113,131,1
1,0,0,0,1,323,212,1331,313,1
0,0,1,0,0,121,232,1112,312,1
1,1,0,0,1,232,121,2312,112,1
0,1,0,1,0,323,231,1132,221,1
1,0,1,1,1,312,231,2313,323,1
0,0,0,0,1,323,132,1223,311,0
0,0,1,1,1,132,313,3132,133,0
1,1,0,0,0,123,232,2112,213,1
0,0,1,1,0,313,131,3131,122,1
0,1,0,1,1,231,313,1223,221,0
1,1,0,1,0,212,121,1123,323,1
1,1,1,0,1,212,321,2123,132,0
0,0,0,1,0,212,323,3231,321,1
1,1,1,0,0,312,131,2322,332,0
