iStimSide,iTargSide,iSideFirst,iStim,iGen,sylTarg,sylDist,sylCent,sylFlank,sylFlankFirst
1,1,1,0,0,132,323,2121,221,1
1,0,1,1,0,232,313,2123,313,0
1,1,0,0,0,212,321,3323,322,0
0,0,1,0,1,313,232,2112,332,0
1,0,0,1,1,113,232,2311,212,1
1,1,1,1,0,232,323,1332,323,1
1,1,0,0,1,322,233,3112,323,0
0,0,0,1,0,223,311,1322,331,0
0,1,1,0,1,131,212,2113,112,1
1,0,0,1,0,323,132,2333,132,1
0,1,1,0,0,132,323,1333,321,0
1,1,1,0,1,312,231,2212,222,1
1,0,1,0,0,313,232,2212,122,0
1,0,0,0,1,323,231,1113,222,0
0,1,0,0,0,232,113,3122,311,1
0,0,1,1,1,131,212,2312,323,0
1,1,0,1,0,323,232,2212,332,0
0,1,0,0,1,212,131,1112,323,0
0,0,1,0,0,131,323,1332,213,1
1,0,1,1,1,112,331,1322,133,1
0,1,1,1,0,232,313,2233,122,1
0,0,0,1,1,323,112,1113,221,0
1,0,0,0,0,312,221,2131,123,0
0,1,0,1,1,112,323,2122,131,1
0,1,0,1,0,121,213,2323,211,1
1,0,1,0,1,232,121,1231,122,0
0,1,1,1,1,123,232,2313,231,0
0,0,0,0,0,231,323,1321,332,0
1,1,1,1,1,131,212,1232,311,1
0,0,0,0,1,132,223,3111,322,1
1,1,0,1,1,131,312,2231,211,1
0,0,1,1,0,131,223,3311,232,1
