iStimSide,iTargSide,iSideFirst,iStim,iGen,sylTarg,sylDist,sylCent,sylFlank,sylFlankFirst
0,1,1,0,1,231,312,3323,233,1
0,0,1,1,1,312,123,2213,311,1
1,0,0,0,1,112,321,1333,311,1
0,0,1,0,0,231,123,2112,122,0
0,1,0,0,0,313,232,1131,323,1
0,1,1,0,0,123,232,2133,111,0
1,1,1,1,0,221,132,1313,121,0
1,1,1,1,1,323,212,2223,321,1
1,1,0,1,0,231,312,3231,221,1
0,0,1,1,0,121,312,2122,313,1
1,1,0,0,0,233,321,3313,313,1
1,0,0,1,1,121,232,1131,121,0
0,1,1,1,0,312,221,2132,133,1
0,1,0,1,1,121,213,2333,221,0
1,0,0,0,0,131,322,1123,332,1
0,0,0,0,0,232,313,2212,213,0
0,0,0,1,0,332,123,3321,321,0
0,0,0,0,1,231,323,3123,113,0
1,0,1,1,1,321,112,3232,212,0
1,1,1,0,1,232,123,2111,332,1
1,1,1,0,0,313,121,2221,333,0
0,1,0,0,1,212,123,3111,313,1
0,0,1,0,1,321,212,1122,113,1
0,1,1,1,1,323,231,3213,323,1
1,0,0,1,0,121,212,1313,211,0
1,0,1,0,0,331,123,2233,323,0
1,1,0,1,1,323,131,3233,223,0
1,0,1,0,1,112,321,2323,122,0
1,1,0,0,1,212,121,2122,313,0
0,1,0,1,0,231,123,3131,231,1
0,0,0,1,1,321,213,2331,332,1
1,0,1,1,0,332,221,2213,233,0
