iStimSide,iTargSide,iSideFirst,iStim,iGen,sylTarg,sylDist,sylCent,sylFlank,sylFlankFirst
1,1,0,1,1,232,321,1211,223,1
1,0,0,1,0,313,121,3332,331,1
1,0,1,0,0,213,321,2232,321,0
1,0,0,0,0,121,313,2221,113,1
1,1,1,0,1,212,321,2312,112,1
0,1,0,0,0,212,121,2132,132,1
0,0,1,1,1,312,231,2132,213,1
0,0,1,1,0,132,321,1222,233,1
1,0,1,1,1,121,213,3312,133,0
0,0,0,0,1,212,131,2322,123,0
0,1,1,1,1,133,321,1332,111,1
1,1,1,1,0,323,112,1233,231,1
1,1,1,0,0,313,122,3323,222,0
0,1,0,1,0,312,131,3113,123,1
0,0,1,0,1,123,212,1211,213,0
0,1,1,0,1,231,313,3113,222,0
0,0,0,1,0,323,212,2331,311,1
0,1,0,1,1,231,312,2332,122,0
0,1,1,0,0,123,212,1211,332,0
1,1,0,0,0,123,231,1321,121,0
0,1,1,1,0,132,313,1113,333,0
0,0,1,0,0,212,121,3132,312,1
1,1,0,1,0,123,231,1223,323,1
0,1,0,0,1,123,212,2133,212,0
1,0,1,0,1,113,221,3132,333,0
0,0,0,0,0,232,121,3331,123,0
1,1,1,1,1,323,212,3221,333,1
1,1,0,0,1,313,231,3311,321,1
1,0,0,0,1,123,212,3131,231,1
1,0,0,1,1,213,122,1322,122,0
1,0,1,1,0,132,323,1331,232,0
0,0,0,1,1,123,231,1211,222,0
