iStimSide,iTargSide,iSideFirst,iStim,iGen,sylTarg,sylDist,sylCent,sylFlank,sylFlankFirst
1,0,0,1,0,313,132,2233,233,1
1,0,1,1,0,231,313,3111,311,1
0,0,0,0,1,313,121,1131,113,1
1,0,0,1,1,331,213,2231,322,1
0,1,0,1,1,121,332,1333,331,0
0,0,0,0,0,213,132,2221,311,1
0,1,1,1,1,321,133,1211,121,1
1,1,0,1,0,313,121,1223,233,0
0,1,0,1,0,133,322,3132,113,1
1,0,1,0,1,131,213,3312,122,0
0,1,1,0,0,131,212,3222,112,0
1,1,0,0,1,212,121,3231,223,0
1,0,1,1,1,323,231,3122,131,1
0,0,1,0,1,323,132,2112,333,0
1,1,1,0,0,212,321,1331,123,0
1,1,0,1,1,232,313,2331,231,1
1,0,0,0,0,131,312,2333,321,0
1,0,0,0,1,232,323,1332,113,1
1,1,1,0,1,123,231,2321,213,0
1,1,0,0,0,212,321,1131,333,0
0,1,1,1,0,313,232,3221,311,0
1,1,1,1,0,212,123,2323,212,0
0,1,0,0,1,132,313,2321,323,1
0,1,0,0,0,232,313,3311,311,0
0,0,0,1,1,321,212,2122,233,1
1,1,1,1,1,121,312,2211,223,1
0,0,0,1,0,331,223,1112,112,1
0,0,1,0,0,321,213,3212,222,0
1,0,1,0,0,331,123,3313,122,0
0,0,1,1,1,213,121,3312,222,0
0,1,1,0,1,212,323,1132,121,1
0,0,1,1,0,221,312,2111,221,1
