iStimSide,iTargSide,iSideFirst,iStim,iGen,sylTarg,sylDist,sylCent,sylFlank,sylFlankFirst
0,1,0,0,1,312,131,1311,213,0
1,1,0,0,1,212,321,2131,132,1
0,0,1,0,1,323,231,2212,112,0
1,0,0,1,0,321,232,2331,332,1
1,1,0,0,0,212,321,3321,121,1
0,0,0,1,0,232,313,1321,313,0
0,1,1,1,0,232,321,3311,122,1
0,0,1,1,1,213,332,1112,121,1
0,1,1,1,1,231,312,3232,213,0
0,1,0,1,0,231,323,1213,322,0
0,0,0,1,1,211,132,1312,132,1
1,1,1,0,0,312,123,1322,322,0
0,0,1,1,0,211,132,2312,121,1
1,0,0,0,1,332,213,1323,322,1
1,0,0,0,0,231,112,3111,121,0
0,1,0,0,0,321,232,3132,331,0
1,1,0,1,0,323,131,3223,131,0
0,0,1,0,0,121,312,1312,332,0
1,0,0,1,1,332,223,3233,213,0
1,1,0,1,1,123,312,1323,132,1
1,0,1,1,1,323,232,1221,312,0
0,0,0,0,0,313,232,3113,232,1
0,1,0,1,1,231,312,3133,233,1
1,0,1,0,1,123,212,1323,332,1
1,1,1,1,1,231,313,2321,132,0
0,1,1,0,1,213,121,1321,222,0
1,0,1,1,0,312,131,1331,221,1
0,0,0,0,1,123,311,3121,323,1
1,1,1,1,0,313,121,1113,231,0
1,1,1,0,1,231,123,2132,111,1
0,1,1,0,0,213,132,3211,231,1
1,0,1,0,0,321,213,1323,222,0
