iStimSide,iTargSide,iSideFirst,iStim,iGen,sylTarg,sylDist,sylCent,sylFlank,sylFlankFirst
1,0,1,1,1,233,122,1123,212,0
1,1,1,0,1,131,223,1233,231,0
0,1,0,0,1,231,313,2221,122,1
0,1,1,1,0,231,122,1212,122,1
1,1,0,0,0,123,212,1132,333,0
0,0,0,1,0,131,323,1131,122,1
0,1,1,0,0,332,121,1312,311,0
0,1,0,1,0,212,123,3231,132,0
1,0,1,0,0,132,323,2233,133,0
1,0,1,1,0,321,112,3222,322,0
1,0,0,0,1,321,213,1311,312,0
0,0,0,0,1,123,312,1312,322,0
0,1,1,1,1,322,131,1131,112,1
1,1,1,1,0,313,131,2112,321,1
0,0,0,1,1,121,332,3113,332,0
1,1,0,1,0,212,323,2213,223,1
0,1,1,0,1,231,323,1123,112,1
0,0,1,0,1,232,121,3221,123,1
1,1,1,1,1,121,233,3213,122,1
1,0,0,1,1,211,132,1211,233,0
1,0,0,1,0,213,332,2131,331,1
0,1,0,0,0,213,321,3311,133,0
1,1,0,1,1,121,213,2113,113,1
1,0,1,0,1,231,123,1133,331,0
0,1,0,1,1,132,321,2331,211,1
0,0,0,0,0,321,213,3331,321,1
1,1,0,0,1,312,121,1112,131,0
1,0,0,0,0,131,212,3211,113,1
1,1,1,0,0,212,121,3313,311,0
0,0,1,1,1,212,121,3131,112,1
0,0,1,0,0,121,313,3331,121,1
0,0,1,1,0,231,123,2131,213,0
