iStimSide,iTargSide,iSideFirst,iStim,iGen,sylTarg,sylDist,sylCent,sylFlank,sylFlankFirst
0,1,0,1,0,213,331,1232,231,0
1,0,1,0,1,313,231,1213,111,1
1,1,1,1,1,122,213,3331,331,1
0,0,1,0,0,232,121,2311,133,1
0,0,1,1,0,213,131,1312,212,0
1,0,1,1,1,212,323,3121,311,0
1,1,0,1,0,212,121,1323,212,0
0,1,1,1,0,113,231,3112,331,0
0,1,0,0,0,313,232,3231,323,0
0,0,0,0,1,112,331,1212,332,1
0,1,1,1,1,312,231,3232,321,1
1,1,1,0,1,231,323,3323,223,1
1,1,0,0,1,232,321,3332,131,1
1,1,1,1,0,233,312,1322,131,1
1,0,0,1,0,233,312,1112,333,1
1,0,1,1,0,312,121,2212,223,1
0,1,1,0,0,123,231,1321,311,1
0,0,1,0,1,313,221,3131,121,0
1,0,1,0,0,213,131,2111,111,0
0,1,0,0,1,323,112,2313,222,0
0,0,1,1,1,212,131,1222,333,0
0,0,0,1,0,121,232,3223,111,0
0,0,0,0,0,312,131,3323,231,0
1,1,0,0,0,311,232,1112,311,1
1,0,0,0,0,132,211,3233,233,1
0,0,0,1,1,231,312,3132,333,0
0,1,1,0,1,113,321,3121,113,0
1,1,1,0,0,312,221,1123,232,0
1,1,0,1,1,231,312,1312,231,0
1,0,0,0,1,121,212,2221,133,1
0,1,0,1,1,213,321,3211,312,1
1,0,0,1,1,122,213,3211,222,1
