iStimSide,iTargSide,iSideFirst,iStim,iGen,sylTarg,sylDist,sylCent,sylFlank,sylFlankFirst
1,1,0,1,0,312,133,3232,312,1
0,1,0,0,1,313,122,3211,321,0
1,0,1,1,1,321,232,2323,223,0
1,1,0,1,1,212,121,1331,212,1
0,0,0,0,1,113,231,3321,321,0
0,0,0,1,0,132,211,2223,231,0
0,0,0,1,1,231,123,1323,223,0
0,0,1,0,0,312,121,3331,112,0
1,1,1,0,0,213,132,2311,132,1
1,1,0,0,1,213,121,3332,222,1
0,1,1,0,0,131,313,1212,332,1
0,0,1,0,1,312,223,2131,311,0
0,1,0,1,0,231,123,3323,122,1
0,1,1,1,1,132,321,2211,133,1
1,0,0,0,0,233,321,3211,321,0
1,0,1,0,0,121,313,3212,111,1
1,0,1,1,0,313,231,2233,133,1
0,1,1,0,1,132,321,3231,212,1
1,1,0,0,0,232,113,1312,122,0
0,1,0,0,0,322,131,2232,331,0
1,0,1,0,1,212,123,3113,221,1
0,0,0,0,0,122,213,3331,123,0
0,0,1,1,0,313,231,3213,122,0
1,1,1,1,1,231,323,3111,122,1
1,0,0,1,1,321,112,2132,222,1
1,0,0,0,1,131,312,1133,232,0
1,0,0,1,0,313,132,2331,311,1
0,1,1,1,0,312,131,3222,313,0
0,1,0,1,1,112,323,1121,222,1
0,0,1,1,1,312,123,2323,222,0
1,1,1,0,1,132,311,2123,322,1
1,1,1,1,0,232,121,1331,123,0
