iStimSide,iTargSide,iSideFirst,iStim,iGen,sylTarg,sylDist,sylCent,sylFlank,sylFlankFirst
0,1,1,1,1,121,213,2312,221,0
1,0,1,1,1,212,321,3232,112,1
0,0,0,1,0,231,123,3112,233,1
1,1,0,0,1,232,321,2311,221,1
0,0,1,1,1,212,121,2212,233,0
0,1,0,0,1,223,332,2221,332,1
1,1,0,1,1,212,131,3112,131,1
0,1,1,0,0,313,232,3213,312,1
1,1,1,1,0,213,322,3123,333,1
0,1,1,0,1,123,231,3331,212,0
1,0,0,0,0,323,212,1331,233,0
0,0,0,1,1,123,232,3331,332,1
0,1,0,1,0,133,212,1221,211,0
1,1,0,1,0,321,133,1312,133,1
0,1,1,1,0,233,121,2123,133,0
1,0,1,0,1,133,212,3112,132,0
1,1,1,0,1,312,123,3121,231,1
1,1,1,0,0,321,213,3123,211,0
1,0,0,1,0,233,312,2312,231,1
0,0,1,0,0,313,232,2313,213,0
0,0,0,0,1,213,122,3331,323,1
0,0,1,0,1,323,212,2313,121,0
1,0,0,0,1,311,123,1211,312,1
1,0,1,1,0,113,232,1331,323,0
1,0,1,0,0,123,231,1131,213,0
0,1,0,0,0,123,231,1112,131,1
0,0,0,0,0,131,323,2113,211,0
1,0,0,1,1,122,213,1222,111,0
0,0,1,1,0,332,121,1322,222,1
0,1,0,1,1,132,313,1222,222,1
1,1,1,1,1,313,131,3321,311,0
1,1,0,0,0,132,323,2131,222,0
