iStimSide,iTargSide,iSideFirst,iStim,iGen,sylTarg,sylDist,sylCent,sylFlank,sylFlankFirst
1,1,1,0,1,323,232,1331,321,0
0,0,0,0,1,232,321,2232,322,0
0,0,0,0,0,323,231,3121,323,0
1,0,1,1,0,123,232,1131,112,0
0,0,1,0,0,131,323,1131,112,1
1,1,1,1,1,232,121,3223,112,1
0,0,1,0,1,123,232,1232,312,1
1,1,0,0,0,121,232,3233,312,0
0,1,0,0,1,233,321,1213,133,1
1,1,0,1,0,131,212,1212,131,0
1,1,0,0,1,212,321,2323,213,1
1,1,1,0,0,313,232,2131,112,1
0,0,1,1,1,123,312,3231,132,1
1,0,0,1,1,231,312,1221,131,0
0,0,1,1,0,313,121,3121,333,1
0,0,0,1,0,311,132,3213,221,0
1,0,0,0,1,131,313,2113,111,1
0,1,1,0,0,232,323,1121,312,1
1,0,0,1,0,231,312,3213,233,1
1,0,1,1,1,132,323,3111,313,1
0,1,1,1,0,212,131,3212,332,0
1,0,1,0,1,313,132,2133,121,0
0,1,0,0,0,131,213,3321,132,1
0,1,1,0,1,312,131,1232,111,1
0,0,0,1,1,212,321,1211,322,0
0,1,0,1,1,231,323,3322,212,0
0,1,0,1,0,323,232,3113,113,0
1,0,1,0,0,321,132,1112,321,0
1,1,0,1,1,311,132,2321,131,1
1,1,1,1,0,121,232,1123,112,0
0,1,1,1,1,331,122,1123,213,1
1,0,0,0,0,232,323,3132,311,0
