iStimSide,iTargSide,iSideFirst,iStim,iGen,sylTarg,sylDist,sylCent,sylFlank,sylFlankFirst
0,1,1,1,1,212,131,1312,321,1
1,1,0,0,0,232,321,3322,312,1
0,1,0,1,0,121,232,3131,311,1
1,1,0,1,0,132,323,2111,313,1
0,1,1,1,0,132,321,2313,111,1
1,0,0,1,0,231,323,2123,223,1
1,1,1,1,0,131,213,3321,331,1
1,0,0,0,1,121,213,3322,332,0
1,0,1,0,1,212,123,2322,313,0
0,0,1,1,1,232,321,1133,333,1
1,1,0,0,1,232,121,1323,311,0
0,1,0,1,1,331,213,3121,223,0
0,0,0,1,0,321,212,3131,323,0
0,0,0,0,1,323,131,1312,223,0
1,0,1,1,1,132,323,3222,232,0
1,1,1,0,1,223,132,3223,331,0
1,1,1,1,1,232,123,2132,332,1
1,0,1,0,0,311,123,1232,222,1
0,0,1,0,1,313,132,1133,133,1
1,0,0,0,0,212,131,1311,211,0
0,0,0,1,1,213,131,2211,223,1
0,1,1,0,0,133,322,3323,213,0
0,0,0,0,0,131,313,3311,213,1
1,1,0,1,1,122,311,3322,312,0
0,1,0,0,0,212,121,3332,211,1
0,1,0,0,1,232,313,1313,111,0
1,0,1,1,0,212,321,1313,133,1
0,0,1,0,0,313,132,1132,323,0
1,0,0,1,1,221,313,2122,213,0
1,1,1,0,0,312,231,2113,232,0
0,0,1,1,0,121,213,2323,232,1
0,1,1,0,1,123,211,3121,213,0
