iStimSide,iTargSide,iSideFirst,iStim,iGen,sylTarg,sylDist,sylCent,sylFlank,sylFlankFirst
1,0,0,1,0,312,133,2123,211,1
0,1,1,0,0,311,132,3222,232,0
1,0,0,0,0,321,232,1232,333,0
1,1,0,0,0,223,312,3232,131,0
1,1,0,1,1,131,312,1222,213,1
0,0,0,0,1,231,313,1333,112,1
0,1,1,1,0,132,321,2132,322,1
1,1,1,1,1,212,321,1313,311,0
0,0,1,1,1,121,232,2233,313,1
1,1,0,1,0,213,132,2312,222,0
0,0,1,1,0,212,123,3313,212,0
0,0,0,0,0,121,212,3122,322,1
0,1,1,0,1,121,232,3212,132,1
0,0,0,1,0,211,323,1212,311,0
0,1,0,1,1,121,232,1312,312,0
0,1,0,0,1,223,332,2331,222,1
1,0,1,1,1,211,322,3122,222,0
1,1,1,0,0,331,213,1211,111,0
0,1,1,1,1,323,132,1131,332,0
1,0,0,0,1,112,321,1113,231,1
0,0,1,0,1,123,312,2112,322,1
1,0,1,0,0,212,321,2331,233,1
0,1,0,1,0,313,121,1323,223,1
0,0,1,0,0,212,121,2111,123,0
0,1,0,0,0,132,213,3212,123,0
1,0,1,0,1,212,131,2133,113,1
1,0,1,1,0,212,123,1213,323,0
1,1,1,1,0,131,312,3232,132,1
0,0,0,1,1,212,323,1233,233,0
1,1,1,0,1,132,323,3113,111,1
1,1,0,0,1,232,121,2133,322,1
1,0,0,1,1,231,313,1332,122,0
