iStimSide,iTargSide,iSideFirst,iStim,iGen,sylTarg,sylDist,sylCent,sylFlank,sylFlankFirst
0,0,0,1,0,312,133,2212,232,1
0,0,1,1,1,221,313,1322,111,1
0,1,1,1,1,131,312,1312,123,1
1,1,0,0,0,212,323,1232,111,0
0,0,0,0,1,212,323,1212,133,1
1,0,0,0,1,232,121,2131,113,0
1,1,1,1,0,313,131,2112,223,0
0,1,0,0,1,313,121,1312,231,0
0,1,1,0,0,231,112,1322,223,0
0,0,0,1,1,232,121,3232,133,1
1,1,1,0,1,113,321,3312,123,0
1,0,0,0,0,312,131,3232,211,0
0,0,1,0,1,121,312,1312,332,0
0,1,1,1,0,231,323,2123,231,1
1,0,1,0,1,212,123,1113,123,0
1,0,1,0,0,321,213,3121,232,0
0,0,1,1,0,213,132,2112,212,0
1,1,0,1,0,213,131,1232,213,0
1,0,1,1,1,323,212,3131,133,1
0,1,1,0,1,231,312,1332,133,1
1,1,1,1,1,213,122,1223,333,1
0,1,0,1,0,213,131,1332,112,0
0,0,1,0,0,212,123,2123,233,1
1,1,0,0,1,232,323,2333,331,0
1,1,0,1,1,321,232,1112,221,1
0,1,0,0,0,133,312,1232,233,1
0,0,0,0,0,313,132,1131,112,1
1,1,1,0,0,232,313,3211,123,1
1,0,1,1,0,331,213,2131,312,0
1,0,0,1,0,232,123,3222,321,0
1,0,0,1,1,313,231,1333,313,1
0,1,0,1,1,312,121,2131,322,1
