iStimSide,iTargSide,iSideFirst,iStim,iGen,sylTarg,sylDist,sylCent,sylFlank,sylFlankFirst
0,1,0,0,1,133,211,3131,111,1
0,0,1,1,1,232,323,2122,323,0
0,1,0,1,1,233,312,1132,131,0
1,1,0,0,1,132,323,1312,333,0
1,1,1,0,1,132,323,3321,321,1
1,0,1,1,0,232,323,1333,213,0
0,0,0,1,0,132,313,1323,121,0
0,0,0,0,1,323,212,2232,213,1
0,1,1,0,0,123,311,3322,233,1
1,1,0,1,0,121,232,1211,111,1
1,1,1,0,0,323,112,1112,321,1
0,0,1,0,0,213,121,3331,222,1
1,0,1,0,1,122,313,2122,112,1
1,0,0,0,1,323,231,2211,233,0
1,1,1,1,1,211,323,3132,132,1
1,0,1,0,0,233,312,1312,111,0
0,1,1,1,1,123,332,2321,223,0
0,0,1,0,1,212,321,1321,311,0
0,1,1,0,1,131,312,1233,113,0
1,1,1,1,0,323,231,3233,111,1
0,1,0,1,0,132,223,3322,223,0
1,0,0,0,0,121,312,1223,223,1
1,1,0,0,0,313,122,1133,233,0
1,0,0,1,1,313,132,3213,311,1
1,1,0,1,1,323,212,3331,333,1
0,0,1,1,0,212,133,2232,132,0
0,0,0,1,1,313,121,2313,331,1
0,0,0,0,0,123,212,2132,311,1
1,0,0,1,0,212,321,1233,223,0
0,1,1,1,0,213,121,1131,211,1
1,0,1,1,1,313,121,1231,311,0
0,1,0,0,0,133,322,3222,333,0
