iStimSide,iTargSide,iSideFirst,iStim,iGen,sylTarg,sylDist,sylCent,sylFlank,sylFlankFirst
0,0,1,0,0,332,121,2111,222,1
1,1,0,0,0,211,132,2121,311,1
1,1,1,1,0,131,212,3323,213,1
0,0,1,0,1,321,133,3133,333,0
0,0,1,1,0,131,323,2122,312,1
0,1,1,1,1,312,123,2212,212,1
1,0,1,0,1,313,232,2211,122,1
1,0,0,1,0,323,212,2133,212,0
0,1,0,1,0,121,312,2321,132,0
0,0,0,0,0,323,131,2323,233,1
0,1,1,1,0,132,211,2333,231,1
1,1,1,0,1,232,321,1223,312,0
0,1,1,0,0,232,313,1131,113,0
0,1,0,0,0,232,313,1132,231,0
1,0,0,1,1,313,131,3312,321,1
1,0,1,1,1,213,131,3321,213,1
1,0,0,0,0,213,332,2112,121,0
1,1,0,0,1,122,231,1121,322,0
0,1,0,1,1,311,232,1222,112,0
1,0,0,0,1,323,132,3211,121,1
0,1,0,0,1,231,323,3122,113,1
1,0,1,0,0,131,213,2221,231,0
1,0,1,1,0,321,133,2121,321,0
0,0,0,1,0,121,313,1313,231,1
0,0,0,0,1,121,212,2233,232,1
0,0,0,1,1,321,212,2121,133,0
1,1,0,1,0,323,132,1331,122,1
0,0,1,1,1,132,211,2123,113,1
1,1,1,1,1,121,213,2321,311,0
0,1,1,0,1,312,231,1222,111,0
1,1,0,1,1,231,312,1113,232,0
1,1,1,0,0,213,132,1213,122,0
