iStimSide,iTargSide,iSideFirst,iStim,iGen,sylTarg,sylDist,sylCent,sylFlank,sylFlankFirst
1,1,0,0,0,232,323,3123,312,0
0,0,1,1,0,231,323,1233,312,1
1,0,0,1,0,112,323,2312,311,1
0,0,0,0,0,132,213,1333,313,1
1,1,1,0,1,221,132,3133,231,0
0,1,1,1,0,312,121,2212,123,0
1,0,1,0,0,123,232,2112,223,1
0,1,0,0,0,212,131,3231,121,1
0,0,1,0,1,323,112,1132,231,1
0,1,1,0,0,313,121,2332,312,0
1,1,1,1,0,331,213,3323,132,0
0,1,1,1,1,132,213,1212,231,0
1,0,0,0,0,313,131,2231,133,1
0,1,0,0,1,323,212,3123,221,1
0,0,0,1,0,312,123,2122,223,1
0,1,0,1,1,232,313,1312,211,1
0,1,1,0,1,231,123,3112,113,1
0,0,0,0,1,212,131,2223,113,0
1,1,1,1,1,232,123,1333,332,1
0,0,1,0,0,223,311,2233,312,0
1,0,0,1,1,212,123,2213,323,0
1,0,0,0,1,131,323,2223,131,0
1,1,0,1,1,112,231,1331,232,1
1,1,0,1,0,132,213,3212,323,0
1,0,1,1,0,313,132,3232,122,0
1,1,1,0,0,112,223,1212,221,1
0,1,0,1,0,321,232,3133,113,1
1,0,1,0,1,313,122,3332,313,0
0,0,0,1,1,332,123,3321,223,0
1,0,1,1,1,232,321,3122,331,0
1,1,0,0,1,131,313,1122,311,1
0,0,1,1,1,332,123,3223,133,0
