iStimSide,iTargSide,iSideFirst,iStim,iGen,sylTarg,sylDist,sylCent,sylFlank,sylFlankFirst
1,1,1,0,1,223,131,3111,211,0
0,0,1,1,1,321,132,2333,322,0
0,0,1,1,0,313,232,3222,312,1
1,1,0,0,0,323,232,1222,122,1
1,1,1,0,0,313,132,3232,111,1
0,0,0,1,1,123,212,2321,331,0
1,0,0,1,0,123,232,2122,113,0
0,0,1,0,1,322,131,3112,132,0
0,0,0,0,1,313,121,2212,233,1
1,0,1,1,1,121,212,2121,213,0
0,1,0,0,1,331,213,2121,331,0
0,0,0,1,0,323,131,1133,122,1
0,0,0,0,0,211,132,1123,213,1
1,1,1,1,0,133,212,1121,312,1
1,0,1,0,0,231,313,3132,232,0
0,1,0,1,0,131,323,1112,312,1
1,0,0,1,1,312,131,3331,321,0
0,1,1,0,1,321,232,2112,112,1
1,0,1,1,0,131,223,3331,121,0
0,1,0,1,1,133,321,3113,221,0
1,1,1,1,1,323,232,1313,232,0
1,1,0,1,1,213,132,2133,221,0
1,0,0,0,0,223,132,2221,311,1
0,1,0,0,0,212,121,1121,111,0
0,0,1,0,0,123,312,1222,131,1
0,1,1,1,0,131,213,3232,333,1
1,1,0,0,1,323,131,1233,122,0
0,1,1,1,1,113,321,2212,122,1
1,1,0,1,0,231,123,1321,231,0
1,0,1,0,1,323,212,3121,212,1
0,1,1,0,0,313,231,2231,113,1
1,0,0,0,1,131,312,1123,223,1
