iStimSide,iTargSide,iSideFirst,iStim,iGen,sylTarg,sylDist,sylCent,sylFlank,sylFlankFirst
1,1,1,0,1,321,112,1321,213,1
0,0,1,0,1,121,212,1221,313,1
1,1,1,0,0,213,132,1121,212,0
1,1,1,1,1,231,122,2321,213,0
0,0,0,0,0,112,321,2121,212,1
0,0,1,0,0,232,313,1232,133,0
1,0,1,0,0,232,313,3121,221,1
0,1,0,1,1,212,123,2212,111,0
0,0,1,1,1,323,231,3211,312,1
0,1,1,1,1,323,232,2212,212,0
0,0,1,1,0,122,233,2312,311,0
1,0,1,1,0,131,313,3112,133,0
1,0,0,0,0,232,121,3321,212,1
1,0,1,1,1,312,121,1113,233,0
1,0,0,0,1,233,312,1313,233,1
0,1,0,0,0,121,212,3122,222,1
1,0,1,0,1,312,231,2122,121,1
1,1,1,1,0,321,132,1222,133,0
1,0,0,1,0,213,121,3313,212,0
0,1,0,1,0,121,213,2232,332,1
0,1,1,1,0,213,121,2112,323,1
0,1,1,0,0,131,212,1331,333,1
1,1,0,0,0,312,121,3212,311,1
0,0,0,1,1,313,232,2312,121,0
0,0,0,1,0,232,313,3131,222,1
0,1,0,0,1,123,212,3122,312,0
1,0,0,1,1,213,322,1221,112,1
0,0,0,0,1,312,121,3212,212,0
1,1,0,0,1,123,232,3232,133,0
1,1,0,1,1,323,232,1313,112,1
0,1,1,0,1,212,321,3121,232,0
1,1,0,1,0,312,121,2331,121,0
