iStimSide,iTargSide,iSideFirst,iStim,iGen,sylTarg,sylDist,sylCent,sylFlank,sylFlankFirst
0,1,0,1,1,313,231,3233,113,0
1,0,0,0,0,223,311,3122,121,1
1,0,1,0,1,231,312,1213,233,0
0,0,0,1,1,123,212,2112,121,0
1,1,1,0,1,313,131,1221,312,0
0,1,0,1,0,231,323,3113,222,1
0,1,1,1,1,313,231,3323,111,0
1,0,1,0,0,322,133,3133,311,1
0,0,1,0,0,212,131,3123,213,1
1,0,0,1,1,131,212,1232,132,1
1,1,0,1,1,313,232,2132,232,1
0,1,0,0,0,213,332,3211,312,0
1,1,0,1,0,122,231,3231,222,1
1,1,1,0,0,132,321,3113,233,1
1,0,1,1,0,212,123,3311,112,1
0,0,0,1,0,312,231,3231,231,1
0,1,1,0,0,121,212,3112,211,0
0,0,0,0,0,112,323,1231,313,0
0,0,1,1,0,213,331,1331,212,1
0,1,1,0,1,323,132,1312,323,0
1,0,1,1,1,121,212,1311,132,1
0,0,1,0,1,123,312,3323,311,0
1,1,1,1,1,212,321,1312,233,1
1,1,1,1,0,321,232,2133,131,0
1,0,0,1,0,331,223,3221,222,1
1,0,0,0,1,323,212,2223,212,0
0,0,0,0,1,231,123,3132,233,1
0,1,0,0,1,121,312,1313,233,0
1,1,0,0,1,121,313,1113,111,0
0,0,1,1,1,132,223,1123,213,0
0,1,1,1,0,312,131,2312,331,1
1,1,0,0,0,312,121,2312,132,0
