iStimSide,iTargSide,iSideFirst,iStim,iGen,sylTarg,sylDist,sylCent,sylFlank,sylFlankFirst
1,0,1,0,0,131,212,2333,323,1
0,1,0,0,0,312,131,3123,221,1
0,0,0,1,0,313,231,3332,211,1
1,0,1,1,0,212,123,3131,311,1
0,0,1,1,0,312,231,1133,322,0
0,1,0,1,1,232,323,3132,223,0
0,0,0,1,1,123,232,1321,211,1
1,1,1,0,0,132,213,2213,123,0
0,0,0,0,1,231,312,3122,223,0
0,1,1,1,0,232,313,1232,223,0
0,1,0,0,1,232,123,1222,112,1
0,0,1,0,0,123,332,1323,222,0
1,1,0,0,1,121,213,1233,221,1
1,0,1,0,1,332,121,3313,211,1
1,0,0,1,1,312,121,3133,331,0
1,1,0,1,1,131,323,2311,323,1
0,0,0,0,0,323,131,2122,132,1
0,1,1,1,1,213,131,2212,221,1
0,1,1,0,1,312,131,1213,311,0
0,1,0,1,0,232,321,1222,312,1
1,0,0,0,0,312,231,3213,231,0
1,1,1,1,0,313,131,1312,132,0
0,0,1,0,1,232,313,1321,112,0
1,1,1,1,1,121,213,2132,321,0
1,1,1,0,1,123,312,2231,131,1
1,0,0,1,0,323,131,3223,311,0
1,1,0,1,0,311,232,2332,111,1
1,0,1,1,1,131,323,1321,333,0
1,0,0,0,1,232,321,2223,222,1
0,0,1,1,1,232,121,3233,123,1
1,1,0,0,0,321,132,3213,322,0
0,1,1,0,0,233,321,3233,122,0
