iStimSide,iTargSide,iSideFirst,iStim,iGen,sylTarg,sylDist,sylCent,sylFlank,sylFlankFirst
1,1,1,0,1,212,323,2111,233,1
1,0,1,1,0,213,121,2223,133,0
1,0,1,1,1,212,321,3311,231,0
1,1,1,1,1,223,132,3111,212,0
1,0,0,1,0,131,213,1313,133,0
0,1,1,0,0,313,232,2113,133,0
1,0,1,0,0,131,313,1333,332,0
0,1,1,1,1,321,213,1121,222,1
0,1,0,0,0,122,313,1133,123,1
1,0,0,0,0,213,122,2112,212,0
1,0,1,0,1,323,212,3133,211,0
1,0,0,1,1,121,212,2123,122,1
0,1,0,0,1,121,313,3131,122,1
0,0,0,0,0,323,212,2132,212,0
0,0,1,1,1,313,122,1221,222,0
0,0,1,0,0,212,131,3222,121,1
1,1,1,0,0,213,121,1121,311,1
1,1,0,1,0,231,323,1213,221,1
1,1,0,0,1,122,231,3113,212,0
0,1,0,1,1,132,213,1221,212,0
0,0,0,1,0,131,323,3221,212,1
1,0,0,0,1,332,121,3111,123,1
0,0,0,1,1,213,331,3222,212,0
1,1,0,1,1,313,132,3331,232,1
0,1,0,1,0,323,112,3113,311,1
1,1,1,1,0,212,321,2212,313,1
1,1,0,0,0,132,323,3222,323,1
0,0,1,0,1,321,132,2231,332,0
0,0,1,1,0,323,132,3233,332,0
0,1,1,1,0,321,213,1132,323,0
0,0,0,0,1,131,313,3311,321,1
0,1,1,0,1,321,132,1113,131,1
