iStimSide,iTargSide,iSideFirst,iStim,iGen,sylTarg,sylDist,sylCent,sylFlank,sylFlankFirst
0,1,1,0,0,231,313,3331,122,1
0,0,0,1,0,233,321,3323,121,1
1,1,0,1,0,123,231,1211,331,1
0,0,0,1,1,313,132,1233,132,1
1,1,1,0,0,132,311,1313,123,1
0,0,1,1,1,231,312,1132,111,0
0,1,0,0,1,321,212,3113,122,1
1,0,1,1,1,312,123,2212,232,1
1,0,0,1,0,231,313,2113,113,0
1,1,0,1,1,321,112,3121,133,1
1,1,0,0,0,321,233,2123,123,1
1,0,0,0,0,131,212,1323,133,1
0,1,0,1,1,321,213,2113,221,0
0,1,0,1,0,323,232,2233,213,0
1,0,1,0,1,123,212,2231,121,0
1,0,1,0,0,323,112,2313,222,0
1,1,0,0,1,123,312,3231,121,0
1,0,0,0,1,213,122,1132,121,0
0,0,1,1,0,131,213,1213,231,1
1,1,1,1,1,121,232,1232,312,0
1,0,1,1,0,113,321,2223,213,1
1,1,1,0,1,323,212,2213,213,0
0,1,1,1,0,212,123,2321,221,0
0,0,0,0,1,323,232,2111,111,1
1,0,0,1,1,132,213,3121,131,0
0,0,0,0,0,221,112,1321,221,1
0,1,0,0,0,312,121,3321,133,0
0,1,1,0,1,213,132,1221,323,0
1,1,1,1,0,232,121,1222,123,0
0,0,1,0,0,223,331,1322,321,1
0,0,1,0,1,331,212,3211,123,1
0,1,1,1,1,321,113,2223,331,0
