iStimSide,iTargSide,iSideFirst,iStim,iGen,sylTarg,sylDist,sylCent,sylFlank,sylFlankFirst
1,1,1,1,1,312,121,3223,333,1
1,0,1,1,1,123,231,1232,112,1
0,1,1,1,1,121,232,1213,123,1
1,1,1,0,1,321,232,3133,333,1
0,0,0,0,0,121,312,3131,113,1
0,1,1,0,0,232,313,1333,221,1
1,0,1,1,0,323,211,1323,312,0
1,0,0,0,1,323,132,2131,332,0
0,0,0,0,1,323,231,3213,133,1
0,1,0,1,0,312,123,2111,313,1
0,0,1,1,1,212,323,1212,213,0
0,0,1,0,0,213,121,2232,122,1
0,1,0,0,1,232,313,1312,133,0
1,1,0,0,0,312,133,1123,122,1
1,0,1,0,1,121,312,3221,311,0
1,1,0,1,0,232,113,1123,113,0
1,0,0,1,1,312,131,1323,223,0
1,1,1,1,0,221,313,1112,131,0
0,0,0,1,0,213,332,1133,132,1
0,1,1,0,1,213,132,1322,122,0
1,0,0,1,0,223,131,3322,312,1
1,1,1,0,0,213,132,2232,311,0
0,1,0,1,1,321,232,3331,121,0
0,0,0,1,1,211,123,3233,211,0
0,1,1,1,0,223,312,2211,333,1
0,1,0,0,0,232,323,1121,112,1
0,0,1,1,0,131,213,2113,212,0
1,0,0,0,0,121,232,1311,233,0
0,0,1,0,1,321,233,1123,323,0
1,1,0,0,1,321,132,1121,211,1
1,1,0,1,1,131,323,3211,133,0
1,0,1,0,0,213,131,3133,111,1
