iStimSide,iTargSide,iSideFirst,iStim,iGen,sylTarg,sylDist,sylCent,sylFlank,sylFlankFirst
0,1,1,0,1,123,212,1321,321,0
0,0,1,0,1,321,212,1213,332,1
0,1,0,1,1,323,212,2233,233,0
0,0,1,1,1,232,313,3232,323,0
0,0,1,0,0,132,323,1233,111,1
1,1,1,0,1,121,312,1121,321,1
1,1,1,0,0,323,132,3231,312,0
0,0,1,1,0,213,132,2313,113,0
1,0,0,1,0,322,213,2322,211,1
1,0,1,1,0,131,312,2321,223,1
1,1,0,0,0,312,123,1222,321,0
1,1,0,0,1,221,133,1211,131,0
0,1,0,1,0,123,312,3332,222,0
1,1,0,1,1,313,131,2113,122,1
1,0,1,0,1,121,233,3221,312,0
1,0,0,0,0,123,312,1121,213,1
1,0,0,1,1,212,131,1123,212,1
0,0,0,0,0,213,321,2113,112,0
0,1,1,0,0,322,231,1313,121,0
1,0,1,0,0,123,331,1212,211,1
1,1,1,1,0,323,132,2123,123,0
0,1,1,1,0,212,123,1112,222,1
0,0,0,1,1,121,213,3111,123,1
0,0,0,1,0,132,213,1323,132,0
1,0,0,0,1,313,131,2323,213,1
1,1,0,1,0,123,232,3311,113,1
0,1,0,0,0,313,232,2321,311,0
0,1,1,1,1,212,331,3213,122,1
0,0,0,0,1,131,312,3211,131,1
1,1,1,1,1,121,232,2333,233,0
0,1,0,0,1,231,113,3213,223,0
1,0,1,1,1,322,231,3213,213,1
