iStimSide,iTargSide,iSideFirst,iStim,iGen,sylTarg,sylDist,sylCent,sylFlank,sylFlankFirst
1,1,0,0,0,332,121,1331,232,1
0,1,0,0,0,232,321,2223,311,1
0,1,1,0,0,213,122,2313,331,0
1,1,0,1,0,313,131,1233,112,1
1,0,0,0,0,232,123,1133,322,0
1,1,1,1,1,131,322,1333,133,1
1,1,1,1,0,212,123,1113,111,1
1,0,0,1,0,311,233,1323,221,1
1,0,1,1,1,132,313,1311,321,1
0,1,0,1,0,132,313,2331,333,0
0,1,0,1,1,232,323,3222,322,0
0,0,1,0,0,123,312,2333,331,1
0,1,1,0,1,221,313,2323,333,0
1,1,1,0,1,232,121,1323,311,0
1,0,1,0,1,232,313,2113,313,1
0,1,1,1,0,323,231,3212,222,1
0,0,0,1,0,323,231,3313,231,0
1,1,1,0,0,121,213,3131,211,1
1,0,1,0,0,121,212,1233,313,0
0,1,1,1,1,231,323,3222,323,0
1,0,1,1,0,123,332,2312,312,1
0,0,0,0,1,212,321,2121,212,0
1,0,0,0,1,312,121,3323,132,1
0,0,1,0,1,231,323,3221,121,1
1,1,0,1,1,112,323,2332,321,1
1,1,0,0,1,323,212,3323,311,0
1,0,0,1,1,232,121,2111,233,0
0,0,0,1,1,132,313,3313,223,0
0,0,1,1,0,213,332,1133,311,1
0,1,0,0,1,131,312,3121,223,0
0,0,1,1,1,321,213,3132,113,0
0,0,0,0,0,213,321,3121,212,0
