iStimSide,iTargSide,iSideFirst,iStim,iGen,sylTarg,sylDist,sylCent,sylFlank,sylFlankFirst
0,0,1,0,0,232,121,2231,232,1
0,0,0,0,0,313,132,3321,122,0
0,0,1,1,0,121,312,2232,211,1
0,1,1,0,1,231,312,1322,221,0
1,0,1,0,0,321,232,2322,323,1
1,1,1,0,1,323,131,3223,313,1
1,1,1,1,0,231,123,1331,123,1
1,0,1,0,1,123,232,2221,323,1
1,0,1,1,0,132,211,2312,223,1
1,1,0,0,1,223,131,3332,113,0
0,1,0,1,0,213,121,3232,231,0
1,0,0,1,0,231,313,1223,212,0
1,1,1,0,0,123,212,2111,213,1
0,1,0,0,0,232,311,3112,333,1
0,0,1,0,1,312,123,3233,221,1
1,1,0,0,0,232,323,1323,323,0
0,1,1,1,1,321,112,1223,211,0
1,0,0,0,0,113,321,3313,332,0
1,0,0,1,1,231,122,2321,231,0
0,1,0,1,1,223,112,3221,321,1
1,0,1,1,1,121,313,2331,331,0
0,0,0,1,0,321,213,3313,111,0
0,1,1,0,0,323,132,1322,123,0
0,0,0,0,1,322,133,3221,331,0
0,0,0,1,1,231,312,2211,322,1
0,1,0,0,1,231,323,2113,313,1
0,0,1,1,1,213,121,3323,332,0
1,1,1,1,1,132,323,3131,231,1
1,1,0,1,1,322,213,3112,222,0
1,0,0,0,1,231,322,3213,212,1
0,1,1,1,0,212,321,2133,213,1
1,1,0,1,0,112,321,1323,133,0
