iStimSide,iTargSide,iSideFirst,iStim,iGen,sylTarg,sylDist,sylCent,sylFlank,sylFlankFirst
1,1,1,0,0,322,231,2313,122,1
0,1,1,1,1,232,321,1133,221,0
1,1,1,1,0,213,321,1331,221,1
1,1,1,1,1,131,312,3221,131,0
1,1,0,1,0,231,322,1333,311,0
1,0,0,0,0,313,121,3122,323,1
0,0,0,1,1,313,121,3233,213,0
1,1,0,1,1,313,131,1221,131,0
0,1,0,0,1,312,121,3231,113,0
1,1,0,0,0,313,231,2322,223,0
1,0,1,0,1,212,321,3312,221,1
0,0,1,0,0,323,132,1213,123,1
0,1,1,0,1,321,213,3312,332,0
0,1,1,0,0,231,122,2322,333,1
0,1,1,1,0,122,231,2212,123,0
1,0,1,0,0,321,212,2321,223,0
0,1,0,1,1,312,231,2221,212,1
1,0,1,1,0,312,231,3323,112,1
0,0,1,1,0,323,112,2112,113,0
1,0,0,1,0,322,131,2321,123,0
0,0,1,1,1,132,321,2312,211,1
0,1,0,0,0,131,212,1231,221,1
1,0,1,1,1,323,212,2312,223,1
0,0,0,1,0,321,113,2122,232,1
1,1,0,0,1,131,323,1333,331,0
1,0,0,0,1,313,132,3323,233,1
1,0,0,1,1,213,331,2212,211,1
0,0,0,0,1,123,232,1311,221,0
0,1,0,1,0,323,132,3212,123,0
1,1,1,0,1,213,132,3222,332,1
0,0,0,0,0,231,312,2231,213,1
0,0,1,0,1,223,112,2311,322,0
