iStimSide,iTargSide,iSideFirst,iStim,iGen,sylTarg,sylDist,sylCent,sylFlank,sylFlankFirst
1,1,1,0,1,232,123,2133,313,0
0,0,0,0,1,323,132,2233,222,0
1,0,1,0,1,131,213,1333,323,1
0,0,0,1,1,123,232,3231,322,0
1,1,0,0,0,211,323,2311,321,1
0,0,1,1,0,323,131,1321,312,1
0,1,0,1,0,312,131,3133,223,0
0,1,0,0,0,231,122,1322,323,1
1,1,1,1,1,221,332,1221,131,1
0,0,1,1,1,321,132,1211,211,1
0,0,1,0,1,232,123,3322,321,0
0,0,0,1,0,232,313,1221,132,1
1,1,1,0,0,112,231,2121,311,0
1,1,1,1,0,132,323,3112,232,0
0,1,1,1,1,323,231,2121,112,1
1,0,0,1,1,231,312,3131,313,1
0,0,1,0,0,312,231,1333,111,0
0,1,1,0,0,123,231,1213,121,0
0,1,1,0,1,232,321,2333,212,1
0,1,0,0,1,312,121,3122,322,1
1,0,0,1,0,321,132,1132,221,0
1,1,0,0,1,131,212,1222,121,0
1,0,1,0,0,313,131,2333,123,0
0,1,1,1,0,232,123,1233,223,1
1,0,1,1,1,321,212,2212,113,1
1,0,1,1,0,131,323,2111,322,0
1,1,0,1,1,321,213,2112,311,1
0,0,0,0,0,313,231,2213,132,0
1,0,0,0,1,121,212,2221,221,0
1,1,0,1,0,232,121,1131,221,1
0,1,0,1,1,132,311,3312,131,0
1,0,0,0,0,131,212,3223,221,1
