iStimSide,iTargSide,iSideFirst,iStim,iGen,sylTarg,sylDist,sylCent,sylFlank,sylFlankFirst
1,0,1,0,1,133,212,3211,121,0
0,1,0,1,0,221,132,1231,233,0
0,0,0,0,0,132,221,3311,212,0
0,1,0,1,1,312,121,3211,222,1
1,1,0,0,1,232,321,1213,212,0
0,0,0,0,1,212,123,1231,312,1
0,1,1,1,1,212,323,2121,323,1
0,1,1,0,1,323,232,2213,233,1
1,0,1,1,0,123,231,3321,333,1
1,1,0,0,0,231,312,2322,323,1
1,0,0,1,1,233,322,2221,133,0
1,1,1,1,1,231,122,3233,212,0
0,1,0,0,1,123,232,2112,313,1
1,0,1,1,1,231,313,3211,313,1
0,0,1,0,1,212,321,1122,132,0
0,0,0,1,0,213,132,3111,122,0
0,0,1,1,0,311,232,3231,231,1
0,1,1,1,0,313,231,2211,113,0
1,1,1,0,1,321,133,3211,223,1
1,0,0,0,1,231,323,1321,133,0
1,0,1,0,0,212,121,1333,313,1
1,1,0,1,0,312,231,1132,133,1
1,0,0,1,0,131,323,3313,121,0
1,1,1,1,0,213,121,1321,233,0
0,0,1,0,0,213,131,1231,131,0
0,1,1,0,0,113,231,3233,232,0
0,0,0,1,1,132,213,2313,131,1
1,1,0,1,1,221,132,2223,222,1
0,0,1,1,1,323,132,3233,322,0
0,1,0,0,0,321,113,2113,333,1
1,0,0,0,0,213,121,3111,232,1
1,1,1,0,0,113,232,1333,212,0
