iStimSide,iTargSide,iSideFirst,iStim,iGen,sylTarg,sylDist,sylCent,sylFlank,sylFlankFirst
0,1,0,0,0,132,313,3233,222,0
1,0,0,1,1,112,223,1133,122,1
1,0,1,0,1,113,322,1123,213,0
1,1,0,0,1,321,232,1131,113,1
0,1,1,1,0,213,122,2311,113,1
0,1,1,0,1,231,312,3113,231,0
1,0,1,1,0,323,231,2132,321,1
1,1,1,1,0,123,212,1313,332,0
1,0,1,0,0,313,221,2113,112,0
0,0,1,1,0,123,212,1221,213,1
1,0,0,0,0,313,232,2223,331,1
1,1,1,1,1,323,132,1333,122,1
0,0,1,1,1,232,321,1332,213,0
1,1,1,0,0,212,121,3212,111,0
0,0,1,0,1,321,132,1232,332,1
0,0,0,1,1,121,213,2122,321,0
1,0,0,1,0,232,313,2333,231,0
0,0,0,0,0,213,321,2332,222,1
0,0,0,0,1,211,122,1322,213,0
0,1,0,1,1,123,232,2132,331,1
0,1,1,0,0,231,323,3233,123,1
0,1,1,1,1,123,211,2232,223,1
0,0,1,0,0,131,223,3213,121,1
1,0,1,1,1,313,232,2213,121,0
0,1,0,0,1,321,132,2113,112,1
1,1,0,0,0,212,121,2331,312,0
1,1,1,0,1,131,213,2133,323,0
0,0,0,1,0,323,232,2323,133,1
1,0,0,0,1,322,131,3211,133,0
1,1,0,1,0,132,321,3131,323,0
1,1,0,1,1,131,212,2212,212,1
0,1,0,1,0,212,323,2223,332,0
