iStimSide,iTargSide,iSideFirst,iStim,iGen,sylTarg,sylDist,sylCent,sylFlank,sylFlankFirst
1,1,0,0,0,213,131,1112,111,1
1,0,1,0,1,313,131,1223,232,1
0,1,1,0,0,323,232,2212,221,0
0,1,0,0,0,231,313,3213,222,1
0,0,0,1,1,213,132,3312,113,0
0,1,0,1,0,121,212,3121,112,1
1,1,0,1,0,132,221,2321,131,0
0,1,1,1,1,211,323,3213,233,1
0,0,1,1,0,312,121,1323,233,1
1,1,0,0,1,312,223,3323,211,0
0,0,1,0,1,321,233,2111,213,0
1,0,0,0,0,131,213,1312,332,0
0,0,0,0,1,131,213,2312,111,0
1,1,0,1,1,122,231,1231,313,1
0,1,0,1,1,323,231,2113,111,1
1,0,1,1,0,323,211,3121,332,1
0,0,0,0,0,232,321,1331,231,1
1,1,1,0,0,132,321,3133,122,0
0,0,1,0,0,121,212,1232,323,0
0,0,0,1,0,321,212,1323,131,1
1,0,0,1,1,212,131,3232,211,0
1,0,1,1,1,121,332,2331,123,1
1,0,0,0,1,123,231,2211,221,0
0,1,1,0,1,133,312,3321,231,0
1,1,1,1,1,132,213,1213,112,0
1,1,1,1,0,121,312,3223,133,1
0,1,1,1,0,132,323,3111,113,1
0,1,0,0,1,212,321,1133,212,1
1,1,1,0,1,323,232,3113,111,1
1,0,1,0,0,232,123,2212,322,0
1,0,0,1,0,131,312,1121,212,0
0,0,1,1,1,132,321,1321,112,0
