iStimSide,iTargSide,iSideFirst,iStim,iGen,sylTarg,sylDist,sylCent,sylFlank,sylFlankFirst
1,1,0,1,1,221,313,3322,113,1
0,1,1,0,0,132,213,1311,311,0
1,0,1,0,1,223,131,2333,223,1
0,1,1,1,1,221,312,2323,313,1
0,0,1,1,0,121,312,1333,233,1
0,1,0,1,0,213,131,3221,232,0
1,0,0,0,1,132,213,1233,312,1
0,1,0,0,0,321,213,2212,332,0
1,0,0,1,0,132,311,2312,233,0
1,1,0,1,0,313,232,2213,212,1
0,0,1,1,1,332,213,2112,313,1
1,0,1,1,1,121,312,1311,311,0
0,0,0,0,0,232,323,2213,123,0
1,0,0,0,0,231,312,1211,313,0
0,0,1,0,0,212,121,2322,132,1
0,0,1,0,1,231,313,2323,212,0
1,1,0,0,1,131,212,1121,132,1
1,1,0,0,0,132,321,2332,312,0
0,1,1,0,1,112,321,3322,123,1
0,1,1,1,0,311,233,3323,311,1
0,1,0,0,1,323,132,1313,211,0
1,1,1,0,1,213,331,2233,223,1
1,1,1,0,0,132,213,1112,133,0
0,0,0,0,1,232,121,2131,231,1
1,1,1,1,1,123,311,1223,323,0
1,1,1,1,0,313,121,3112,333,1
0,1,0,1,1,122,331,2221,213,0
1,0,1,1,0,321,213,2232,332,0
1,0,0,1,1,312,123,1322,133,0
1,0,1,0,0,323,232,2113,133,1
0,0,0,1,1,212,123,1311,213,0
0,0,0,1,0,132,313,2132,221,1
