iStimSide,iTargSide,iSideFirst,iStim,iGen,sylTarg,sylDist,sylCent,sylFlank,sylFlankFirst
0,1,0,0,1,231,322,1112,333,1
0,0,0,1,0,123,231,2323,121,0
0,1,0,1,1,313,131,1133,321,0
0,1,0,0,0,331,223,1123,113,1
1,0,0,1,0,121,213,1133,122,0
1,0,0,1,1,131,213,1311,222,0
0,1,1,1,1,131,323,3232,211,0
1,1,0,1,0,223,132,2331,322,0
1,0,1,1,0,313,231,2233,331,0
1,0,0,0,1,122,313,3121,322,0
0,1,1,0,0,321,213,2313,223,1
1,0,1,1,1,313,232,1313,123,1
0,1,0,1,0,213,121,1332,233,1
0,0,1,0,0,123,212,2212,231,0
0,0,0,0,0,123,211,1223,123,1
1,1,0,0,1,123,212,2322,232,1
0,0,0,0,1,213,121,1211,113,0
1,1,1,1,1,332,213,2213,323,0
1,1,1,1,0,121,312,2223,133,1
1,0,1,0,0,321,232,3132,312,1
0,1,1,0,1,332,213,1133,333,1
1,1,1,0,1,323,132,1311,233,1
0,0,1,1,0,131,312,1331,323,1
0,0,0,1,1,312,131,1323,233,1
0,0,1,1,1,232,113,3133,222,0
1,1,0,1,1,221,132,1311,312,1
0,1,1,1,0,321,212,2322,113,0
0,0,1,0,1,121,212,2131,112,1
1,0,1,0,1,322,213,3332,123,0
1,0,0,0,0,123,212,1323,123,0
1,1,1,0,0,213,322,2332,321,1
1,1,0,0,0,232,321,1121,132,0
