iStimSide,iTargSide,iSideFirst,iStim,iGen,sylTarg,sylDist,sylCent,sylFlank,sylFlankFirst
1,1,0,1,0,312,231,1221,213,1
1,0,0,1,1,321,132,3213,121,1
0,1,0,0,0,123,232,3113,123,0
0,1,1,1,1,223,132,1233,322,0
0,1,0,1,1,113,321,1123,131,0
1,1,1,0,1,121,313,1122,321,0
0,1,0,0,1,212,323,3122,232,1
1,0,1,0,1,212,323,2223,233,1
0,0,1,0,0,332,121,1323,112,1
0,0,0,1,0,312,233,1313,211,0
1,1,1,1,1,321,212,3221,322,0
0,0,1,0,1,121,232,3112,113,1
1,1,1,0,0,231,123,3323,313,1
1,0,1,1,0,121,313,1331,123,0
1,0,0,0,0,231,123,2233,332,0
0,0,1,1,0,232,121,3123,111,1
1,0,1,1,1,131,213,1322,232,0
0,0,0,0,1,231,313,3313,331,0
0,1,1,0,1,232,321,2331,111,1
0,1,1,1,0,122,231,2232,323,1
0,0,0,0,0,212,121,1132,122,1
1,1,0,0,1,223,132,3211,332,0
1,1,0,0,0,231,313,3231,111,0
1,0,1,0,0,321,132,2212,231,0
1,0,0,0,1,312,121,1113,233,1
0,1,1,0,0,131,313,2221,123,1
0,0,0,1,1,123,312,2323,321,0
0,0,1,1,1,313,132,3323,213,1
1,1,0,1,1,231,323,2133,322,1
0,1,0,1,0,311,232,2123,211,0
1,1,1,1,0,211,323,3222,331,0
1,0,0,1,0,232,123,2132,321,1
