iStimSide,iTargSide,iSideFirst,iStim,iGen,sylTarg,sylDist,sylCent,sylFlank,sylFlankFirst
0,0,1,1,1,323,232,3233,121,0
0,1,1,1,1,321,132,3323,212,1
0,1,0,1,0,123,212,1123,322,1
0,1,1,0,0,232,321,3112,111,0
0,1,1,1,0,231,312,1122,231,1
1,0,0,1,0,212,321,1112,131,0
1,1,0,0,1,313,121,1322,213,1
0,1,0,0,1,121,213,2332,223,1
1,0,0,0,1,323,232,3131,322,0
1,1,1,1,0,121,312,3223,123,1
1,1,1,1,1,123,212,2232,223,0
0,0,1,1,0,231,122,3132,113,1
0,1,0,0,0,132,313,2213,313,0
1,0,0,1,1,132,323,3311,223,1
0,0,0,0,1,122,231,3212,113,1
0,1,1,0,1,132,313,2321,313,0
1,0,1,0,0,213,121,2232,121,0
0,0,0,0,0,121,233,1213,222,1
1,1,1,0,1,123,312,1131,132,1
0,0,1,0,0,321,113,1322,221,0
1,0,1,1,0,123,332,1333,231,0
0,0,0,1,0,233,121,2331,312,0
0,0,0,1,1,212,131,2112,231,0
1,1,0,0,0,323,132,2333,231,1
1,1,0,1,0,131,313,3323,221,0
1,0,0,0,0,231,313,3321,331,1
0,0,1,0,1,322,131,3132,212,0
1,0,1,1,1,121,313,3122,331,1
1,1,0,1,1,223,132,2113,223,1
0,1,0,1,1,212,123,1231,123,0
1,0,1,0,1,131,313,3231,221,0
1,1,1,0,0,213,132,1231,212,1
