iStimSide,iTargSide,iSideFirst,iStim,iGen,sylTarg,sylDist,sylCent,sylFlank,sylFlankFirst
0,0,1,0,0,123,231,2213,133,1
0,1,0,0,0,113,231,1332,133,0
0,0,0,1,0,231,123,1232,132,0
0,0,0,0,1,312,121,3231,323,1
1,0,1,1,0,213,131,1121,332,1
0,1,1,0,1,121,232,2323,123,1
1,0,0,0,1,313,131,2212,111,1
1,0,1,0,1,131,213,3223,113,1
1,1,1,0,0,212,131,1312,333,1
1,0,0,1,0,233,321,3111,132,1
0,1,0,1,0,132,311,2213,223,0
0,1,0,1,1,321,112,1133,111,1
0,0,1,0,1,321,213,3331,333,0
1,1,0,1,0,131,313,3113,233,0
0,1,1,0,0,231,312,3211,321,0
1,1,0,0,0,212,331,2113,322,1
0,1,0,0,1,212,323,3222,213,1
0,0,1,1,0,212,123,2212,311,1
0,1,1,1,0,132,313,2132,312,0
1,0,1,1,1,331,123,3112,132,0
0,0,0,0,0,123,232,3222,332,0
0,0,0,1,1,121,212,3111,111,0
1,1,1,1,0,121,212,1212,232,0
1,0,0,1,1,321,232,3322,322,0
1,1,1,1,1,121,213,3121,112,1
1,0,1,0,0,233,122,1122,331,1
1,1,0,1,1,313,132,1113,131,0
0,1,1,1,1,131,322,2231,231,0
1,0,0,0,0,212,131,1323,311,0
0,0,1,1,1,321,213,1213,122,0
1,1,1,0,1,231,123,1232,233,1
1,1,0,0,1,312,121,2131,112,1
