iStimSide,iTargSide,iSideFirst,iStim,iGen,sylTarg,sylDist,sylCent,sylFlank,sylFlankFirst
1,0,0,0,1,321,213,1322,232,1
0,1,0,0,1,313,122,1112,311,0
1,0,1,0,0,232,323,2322,232,1
1,1,0,0,1,331,212,1232,232,1
1,1,1,1,0,121,212,1231,112,0
0,1,1,1,0,122,213,3332,311,0
0,1,0,1,0,232,311,1211,223,0
0,0,1,0,1,232,313,3232,232,0
0,0,0,1,0,131,323,1213,123,1
1,0,0,1,0,211,133,2113,232,0
1,0,0,1,1,121,213,1332,112,0
1,1,1,1,1,212,123,2112,122,0
0,1,0,0,0,311,132,1213,333,0
0,1,1,0,1,323,131,1331,233,0
0,0,0,1,1,131,313,2221,213,1
1,1,0,0,0,231,312,3231,131,0
0,0,0,0,0,213,131,3111,333,1
1,0,1,0,1,323,131,1121,312,1
1,1,0,1,1,321,133,3111,232,1
1,0,1,1,0,123,231,1133,131,1
0,1,1,0,0,132,323,1313,233,0
0,0,1,0,0,221,132,1321,311,1
0,0,1,1,0,323,231,3232,332,1
1,1,1,0,1,132,211,1331,212,1
1,0,0,0,0,121,213,1131,221,0
1,1,1,0,0,213,131,2312,111,0
1,1,0,1,0,132,323,2213,132,1
0,0,0,0,1,123,231,2112,212,1
0,0,1,1,1,311,122,3212,333,0
0,1,0,1,1,313,221,3121,123,1
0,1,1,1,1,121,313,3132,321,0
1,0,1,1,1,231,312,3133,113,1
