iStimSide,iTargSide,iSideFirst,iStim,iGen,sylTarg,sylDist,sylCent,sylFlank,sylFlankFirst
0,0,0,1,0,212,323,2133,221,1
1,1,0,1,1,323,131,3212,121,0
0,1,1,1,0,123,232,2111,131,1
1,1,0,0,1,213,132,3223,211,0
0,0,1,0,1,212,123,1121,113,1
0,1,0,0,1,131,322,3212,212,0
1,0,0,1,1,312,121,3133,212,0
0,1,0,1,0,313,232,3133,323,0
1,0,1,0,0,121,232,1312,122,1
1,0,1,1,1,232,121,2313,312,0
0,1,1,1,1,212,123,2213,313,1
0,0,0,0,1,313,231,3113,211,0
1,0,0,0,1,313,131,1313,221,1
1,1,0,0,0,131,322,2122,223,0
1,1,1,1,1,121,312,2133,232,1
1,1,1,0,0,332,213,3212,212,1
0,1,0,0,0,232,121,1121,213,0
0,0,0,1,1,212,121,3223,321,0
0,0,0,0,0,123,212,1131,213,1
1,1,1,1,0,233,122,1113,333,1
0,1,0,1,1,123,211,3321,123,0
0,0,1,1,0,231,312,1231,211,0
0,0,1,1,1,323,232,3123,322,0
0,1,1,0,0,321,213,1231,211,0
1,0,1,0,1,122,331,3231,232,1
0,0,1,0,0,231,313,1332,122,1
1,0,0,0,0,312,121,1131,323,0
1,1,1,0,1,131,323,2323,323,1
1,0,1,1,0,121,313,3322,112,1
1,1,0,1,0,321,213,1133,331,1
1,0,0,1,0,213,131,3113,132,1
0,1,1,0,1,313,132,3133,331,0
