iStimSide,iTargSide,iSideFirst,iStim,iGen,sylTarg,sylDist,sylCent,sylFlank,sylFlankFirst
0,0,1,0,1,312,131,3313,122,0
0,1,1,0,0,321,132,1213,312,0
1,1,0,1,0,211,123,1123,222,0
0,0,1,1,0,312,221,1121,322,1
1,1,0,0,1,213,321,1323,121,1
1,1,1,1,1,212,323,3222,311,0
0,0,0,1,0,123,232,3223,222,1
1,0,0,1,1,323,232,3323,322,0
1,0,1,1,1,331,223,1232,231,1
0,1,0,1,1,232,123,1221,213,0
0,0,0,0,0,232,313,2322,312,1
0,0,1,0,0,211,323,3313,112,1
0,0,1,1,1,232,313,2331,121,1
1,1,1,0,1,213,121,3111,313,0
1,0,1,0,1,323,132,2332,311,1
0,1,0,1,0,231,313,2111,213,0
0,1,0,0,1,212,321,2233,233,0
0,1,1,1,1,313,121,1231,221,0
1,0,1,1,0,223,131,3221,131,1
1,0,1,0,0,322,213,3233,233,1
1,0,0,1,0,211,132,1312,222,0
1,1,0,1,1,232,321,3213,123,1
1,0,0,0,0,232,321,3121,333,0
0,1,1,0,1,212,121,3222,311,1
0,1,0,0,0,112,331,2313,223,1
0,0,0,1,1,232,323,1313,122,1
1,1,0,0,0,121,313,3212,221,1
1,0,0,0,1,131,312,3223,332,0
1,1,1,1,0,313,132,3322,212,1
0,1,1,1,0,131,312,1121,233,0
1,1,1,0,0,121,212,1123,211,0
0,0,0,0,1,232,313,3211,213,0
