iStimSide,iTargSide,iSideFirst,iStim,iGen,sylTarg,sylDist,sylCent,sylFlank,sylFlankFirst
1,1,0,1,1,123,311,3312,313,1
1,1,1,1,1,323,211,1131,112,1
0,0,0,0,1,232,113,2211,132,1
0,1,1,0,1,313,231,3331,223,0
1,1,0,0,1,232,323,3121,221,0
1,0,0,0,0,131,213,2232,213,1
1,1,1,0,1,121,232,1223,323,0
1,1,0,1,0,231,123,1211,313,0
0,1,1,1,1,213,331,2133,113,0
0,0,0,1,1,231,313,1323,331,0
0,0,1,1,0,323,112,1313,131,1
0,0,1,1,1,213,121,1322,233,0
0,1,0,1,0,312,233,2321,212,1
0,1,1,0,0,312,133,3321,321,1
0,1,1,1,0,232,323,1323,132,0
0,0,0,1,0,131,213,3321,222,0
1,0,1,0,1,313,131,2213,333,1
1,0,0,1,1,211,123,2333,213,0
0,0,1,0,0,122,213,2212,321,0
0,1,0,0,1,123,231,1123,121,1
1,1,1,1,0,212,123,1222,111,0
0,1,0,1,1,233,112,3111,223,1
1,0,0,1,0,312,221,1132,323,0
1,0,1,1,0,131,212,1212,111,0
1,0,1,0,0,132,321,1121,321,0
0,0,0,0,0,212,323,3311,221,1
0,1,0,0,0,232,121,2223,322,1
1,1,0,0,0,321,232,1321,231,1
1,0,0,0,1,231,313,2312,233,1
1,0,1,1,1,131,323,3111,123,1
0,0,1,0,1,313,232,2123,313,0
1,1,1,0,0,313,232,1112,221,1
