iStimSide,iTargSide,iSideFirst,iStim,iGen,sylTarg,sylDist,sylCent,sylFlank,sylFlankFirst
0,0,0,1,0,121,232,2333,222,0
0,1,1,1,0,211,323,2123,122,1
1,1,0,1,1,313,231,3232,232,1
1,1,0,1,0,123,312,2333,232,1
0,0,1,0,1,231,313,1112,232,0
1,1,1,1,0,321,232,3233,211,1
1,0,0,1,0,112,231,3112,333,1
0,0,1,0,0,313,231,3121,121,1
1,1,1,0,0,113,232,3231,223,1
0,0,1,1,0,133,311,2313,333,0
1,0,0,1,1,123,212,2322,231,1
0,1,1,0,0,313,232,3111,132,0
0,0,0,1,1,313,122,1321,321,0
1,0,1,1,0,233,122,3123,313,1
0,0,1,1,1,231,323,1113,131,1
0,1,0,0,0,123,232,3322,231,0
0,0,0,0,0,231,123,2122,222,1
1,0,0,0,0,121,312,3313,331,0
0,1,0,1,0,113,232,3221,111,1
1,1,1,1,1,213,321,1213,321,1
0,1,0,0,1,321,132,3222,331,1
1,0,0,0,1,112,323,2132,321,0
0,1,1,1,1,321,213,3211,232,0
0,1,0,1,1,313,131,3131,311,1
1,0,1,1,1,132,321,3111,221,1
0,0,0,0,1,121,313,2323,213,0
1,0,1,0,0,321,132,1232,213,0
1,1,0,0,0,232,323,2312,312,0
0,1,1,0,1,232,313,2312,221,0
1,1,1,0,1,331,123,3331,122,0
1,1,0,0,1,322,231,2321,133,0
1,0,1,0,1,212,121,2233,233,0
