iStimSide,iTargSide,iSideFirst,iStim,iGen,sylTarg,sylDist,sylCent,sylFlank,sylFlankFirst
0,1,0,0,1,323,132,2233,321,0
0,1,0,1,1,213,121,3311,211,1
1,0,0,0,0,131,323,2311,232,0
0,0,1,1,1,121,312,1223,211,1
1,0,0,1,1,131,212,1231,221,0
1,1,0,0,1,132,323,1231,121,0
0,0,0,1,1,123,232,1322,323,0
0,0,1,0,1,132,321,3222,322,1
0,0,1,1,0,221,313,3112,233,1
1,0,0,1,0,123,232,2211,212,1
1,1,1,0,1,213,321,3123,221,0
1,1,0,0,0,231,313,2312,312,1
0,0,0,0,1,323,132,2112,321,0
0,0,0,1,0,121,312,2231,111,0
0,1,1,0,0,323,132,1332,321,1
1,1,1,0,0,313,231,2221,121,0
1,0,1,1,1,232,313,1123,322,0
1,1,1,1,0,313,131,1131,132,0
0,1,0,1,0,121,213,3323,132,0
1,1,0,1,0,331,212,3323,123,1
1,1,1,1,1,232,123,2332,321,1
0,0,1,0,0,212,123,1121,213,0
1,0,1,0,0,212,123,1323,213,1
1,1,0,1,1,213,321,1231,222,0
1,0,0,0,1,132,321,1321,211,1
0,1,1,1,1,212,121,1131,323,1
1,0,1,1,0,121,312,2132,212,0
0,1,1,1,0,131,323,3211,331,1
0,1,1,0,1,221,113,1211,121,0
0,1,0,0,0,121,232,2322,221,1
0,0,0,0,0,322,131,1221,333,1
1,0,1,0,1,323,231,3113,321,1
