iStimSide,iTargSide,iSideFirst,iStim,iGen,sylTarg,sylDist,sylCent,sylFlank,sylFlankFirst
0,0,1,0,1,321,212,3121,223,0
1,0,1,1,1,323,232,2113,221,1
0,0,0,1,0,231,122,3311,231,1
1,1,0,0,0,232,123,1311,313,1
0,1,1,1,0,123,232,1113,211,0
1,1,1,1,0,213,131,3223,113,1
0,0,1,0,0,331,223,2111,333,0
0,1,1,0,1,212,131,3112,323,1
1,0,0,0,0,121,212,3332,133,1
0,1,0,1,1,133,321,1223,313,0
0,0,0,1,1,321,212,3233,112,0
0,1,0,1,0,213,332,2332,222,0
1,0,1,1,0,213,121,2232,223,1
0,1,1,1,1,123,231,1123,213,1
1,1,0,1,1,323,212,1313,322,1
1,1,1,0,0,231,113,2332,132,1
0,0,0,0,1,121,313,3121,312,1
1,1,1,0,1,112,323,1121,321,0
1,0,0,0,1,131,213,2122,133,0
0,0,0,0,0,231,312,2312,131,0
0,0,1,1,1,313,221,2323,332,1
1,1,0,1,0,212,323,3113,223,0
1,0,1,0,0,121,212,3131,231,1
1,0,0,1,0,231,322,3311,121,0
0,0,1,1,0,211,132,1321,212,0
0,1,1,0,0,322,131,3321,232,1
1,0,1,0,1,121,312,2133,322,1
1,0,0,1,1,121,312,2323,112,0
0,1,0,0,0,321,212,2212,221,0
1,1,0,0,1,132,323,1221,122,0
0,1,0,0,1,132,321,2323,323,1
1,1,1,1,1,132,321,1322,312,0
