iStimSide,iTargSide,iSideFirst,iStim,iGen,sylTarg,sylDist,sylCent,sylFlank,sylFlankFirst
1,1,1,0,1,323,232,3312,131,0
1,1,0,1,0,313,122,1112,133,1
0,0,0,0,0,313,232,3131,232,1
0,1,0,0,0,212,323,2212,222,1
0,0,0,0,1,121,312,1223,122,1
0,0,1,1,1,312,223,3231,321,0
0,0,1,0,0,321,132,2131,112,0
0,1,0,0,1,121,212,1213,321,1
1,0,0,0,1,323,212,2231,323,1
0,1,1,0,0,212,121,1322,332,1
1,1,0,0,1,331,213,3223,133,1
1,0,1,0,0,313,121,1322,332,0
0,1,1,1,1,212,321,3231,111,1
0,0,0,1,0,232,313,2121,123,0
0,1,0,1,1,212,323,3311,333,1
1,0,0,1,0,211,123,1232,223,0
1,0,0,0,0,213,331,2333,332,1
0,0,1,1,0,131,322,1322,123,1
1,1,0,1,1,123,312,1131,221,0
1,1,0,0,0,132,213,3122,211,0
1,0,1,1,0,131,323,3321,123,1
1,0,1,0,1,213,322,2232,312,0
1,0,0,1,1,133,221,1211,233,0
1,1,1,1,1,123,232,2223,221,0
0,1,1,0,1,322,113,2133,331,0
0,1,0,1,0,121,213,3311,232,0
1,1,1,1,0,131,213,3321,232,1
1,1,1,0,0,213,131,3233,222,0
0,0,1,0,1,213,132,2313,333,1
1,0,1,1,1,212,321,1333,223,0
0,1,1,1,0,313,132,2132,313,1
0,0,0,1,1,231,123,2223,333,0
