iStimSide,iTargSide,iSideFirst,iStim,iGen,sylTarg,sylDist,sylCent,sylFlank,sylFlankFirst
1,0,0,1,1,213,121,1212,133,0
1,0,0,0,1,132,323,1313,121,1
0,1,1,0,1,231,313,1231,113,1
1,1,0,0,0,131,313,3322,333,0
1,1,0,0,1,123,312,1132,233,0
0,1,0,1,0,123,331,3331,333,0
0,1,0,0,0,221,132,2321,122,1
1,1,0,1,0,213,132,2322,122,1
0,0,1,1,0,313,121,3131,122,0
0,1,0,0,1,213,122,2112,332,0
0,0,0,1,0,313,121,2331,221,1
1,0,0,0,0,123,232,1233,233,0
0,1,1,1,0,232,323,2321,312,1
0,0,1,0,0,121,213,1121,231,1
1,1,1,1,0,113,232,1133,331,0
1,1,1,0,1,132,323,2211,122,0
0,0,1,0,1,121,232,1112,121,0
0,1,1,1,1,212,133,1131,322,1
0,0,0,1,1,132,221,3221,122,1
1,1,1,1,1,321,232,3322,312,0
1,0,1,1,0,121,212,2313,312,1
1,0,1,0,0,331,113,3312,113,0
0,1,0,1,1,321,212,1131,212,1
1,0,1,0,1,133,221,1121,323,0
1,0,1,1,1,122,211,2112,112,1
1,1,0,1,1,311,232,3222,223,0
0,0,0,0,1,323,232,2312,232,0
0,1,1,0,0,132,313,3111,213,0
0,0,0,0,0,233,321,1321,311,1
1,0,0,1,0,213,321,2232,112,1
0,0,1,1,1,112,323,1313,231,1
1,1,1,0,0,212,131,1313,321,1
