iStimSide,iTargSide,iSideFirst,iStim,iGen,sylTarg,sylDist,sylCent,sylFlank,sylFlankFirst
0,0,1,0,0,321,212,2112,123,1
0,1,1,1,0,123,231,1333,112,1
1,0,0,1,0,321,132,3331,321,0
0,1,1,1,1,313,132,2221,221,0
1,1,0,0,1,131,213,2111,111,0
1,0,1,1,0,233,312,1122,221,1
1,1,1,1,0,232,123,3321,132,1
0,1,0,0,1,213,122,3211,321,1
0,0,1,0,1,121,332,1322,132,1
0,0,0,1,1,213,131,3311,111,1
1,0,0,1,1,231,312,1232,221,0
0,0,0,0,1,131,213,2223,312,0
1,1,1,0,0,321,133,1233,213,1
1,0,1,0,1,323,212,1123,312,0
1,0,0,0,0,323,131,2321,222,0
0,1,0,1,1,132,321,2232,121,1
0,0,1,1,1,313,132,1113,123,0
1,1,1,0,1,121,213,1232,112,0
0,0,1,1,0,123,231,2312,311,1
1,1,0,1,1,231,123,2313,233,0
0,1,0,0,0,211,123,3133,223,1
0,1,1,0,0,223,112,2213,321,0
1,0,1,1,1,312,233,2112,222,0
1,1,0,1,0,323,232,2231,313,1
0,1,1,0,1,212,321,3313,122,1
1,0,0,0,1,121,212,1232,132,0
0,1,0,1,0,323,131,1311,323,0
0,0,0,1,0,123,231,2121,223,1
1,1,1,1,1,133,212,3133,211,0
1,0,1,0,0,131,312,3223,222,1
1,1,0,0,0,132,213,3123,222,0
0,0,0,0,0,121,312,2313,232,1
