iStimSide,iTargSide,iSideFirst,iStim,iGen,sylTarg,sylDist,sylCent,sylFlank,sylFlankFirst
1,1,1,0,0,121,313,1213,311,0
0,1,0,1,0,313,121,2133,122,0
0,1,0,0,1,133,312,3212,132,1
0,1,1,1,0,231,312,1223,323,0
1,0,1,1,0,121,232,1212,232,1
1,0,1,1,1,233,321,1213,113,1
0,1,0,1,1,132,323,3232,112,0
1,0,0,0,1,123,211,3332,333,1
1,1,1,0,1,121,233,1232,132,1
0,0,0,0,1,232,323,3111,211,0
1,0,0,1,1,131,223,2113,322,1
0,0,1,0,1,221,132,3322,133,0
1,0,1,0,0,212,321,3313,113,1
1,0,1,0,1,123,232,2221,212,1
1,1,0,1,1,121,213,2233,231,0
0,0,0,0,0,123,312,1121,213,0
1,1,0,0,0,323,212,2311,233,1
0,1,0,0,0,332,221,3123,313,1
0,0,1,1,0,232,313,3113,212,1
0,0,1,1,1,331,113,3322,223,0
0,0,1,0,0,232,123,2112,312,1
0,1,1,0,1,221,132,2212,323,0
1,1,0,1,0,322,231,1121,321,0
1,1,1,1,1,131,212,1213,221,1
0,1,1,0,0,123,232,1313,213,0
1,1,1,1,0,131,313,3223,122,0
0,0,0,1,1,133,212,2131,113,0
0,1,1,1,1,321,232,1231,122,0
1,0,0,0,0,312,121,2123,333,1
1,0,0,1,0,131,322,1112,333,1
1,1,0,0,1,212,121,3323,322,1
0,0,0,1,0,121,232,3221,213,0
