iStimSide,iTargSide,iSideFirst,iStim,iGen,sylTarg,sylDist,sylCent,sylFlank,sylFlankFirst
0,1,0,1,1,331,213,1123,312,1
1,1,0,0,1,323,232,3111,312,1
0,1,1,1,1,132,313,2332,122,0
0,1,0,0,0,312,133,2233,232,0
1,0,0,1,1,321,132,2111,333,1
1,0,0,0,0,231,122,2113,221,1
0,0,0,1,0,312,121,3122,111,1
0,0,0,0,0,121,212,2233,233,1
0,1,0,0,1,323,231,3122,112,0
1,0,0,0,1,121,232,3323,222,0
1,1,1,0,1,212,131,1132,132,1
0,0,1,0,0,212,121,3122,133,0
1,0,1,1,0,321,133,1221,212,1
1,0,1,0,0,121,212,1322,122,1
1,0,0,1,0,132,311,3223,312,0
1,0,1,1,1,311,123,3332,313,0
1,1,1,0,0,213,321,2312,321,1
1,1,1,1,0,131,223,2133,233,0
1,1,0,0,0,132,211,1311,311,1
0,0,1,0,1,231,123,3113,213,0
0,0,1,1,0,132,223,3212,112,0
1,0,1,0,1,312,123,1332,311,0
1,1,1,1,1,321,213,2223,323,1
0,1,1,0,0,312,223,2233,231,0
1,1,0,1,1,323,212,1322,132,0
0,0,1,1,1,321,213,2113,133,0
0,1,1,1,0,121,232,2212,113,0
0,1,0,1,0,313,232,2323,132,0
1,1,0,1,0,231,123,1321,112,1
0,1,1,0,1,231,312,1312,111,1
0,0,0,0,1,121,313,2131,122,1
0,0,0,1,1,132,323,1312,111,1
