iStimSide,iTargSide,iSideFirst,iStim,iGen,sylTarg,sylDist,sylCent,sylFlank,sylFlankFirst
1,1,1,0,1,232,321,1123,323,1
0,1,0,0,1,231,113,3323,122,1
0,1,1,1,1,232,321,3332,212,0
0,1,1,0,0,321,213,1212,232,0
1,0,0,1,1,212,123,2213,131,1
0,0,0,1,1,112,221,2122,131,0
0,0,0,0,0,212,323,3233,313,0
0,1,1,1,0,233,121,1133,223,0
1,0,1,1,1,331,213,3232,211,0
0,1,0,0,0,131,212,2133,221,0
1,1,1,1,0,212,321,3122,213,1
1,0,0,1,0,231,312,1123,231,0
0,0,1,0,0,321,213,2311,331,1
1,1,0,1,0,311,122,2113,212,0
1,0,1,0,0,231,123,1322,332,0
1,1,0,0,1,123,212,1221,313,0
0,0,1,1,0,123,312,2332,223,1
0,0,0,0,1,112,323,2333,121,1
0,0,1,0,1,321,212,2312,222,1
0,0,1,1,1,321,213,1223,122,1
1,0,1,0,1,231,123,2112,333,0
0,1,0,1,1,231,313,1132,112,1
1,0,1,1,0,133,312,2121,122,0
1,1,0,0,0,132,321,1331,323,0
0,1,0,1,0,113,232,3223,213,1
1,0,0,0,0,331,212,2212,231,1
0,1,1,0,1,132,221,3133,131,0
1,1,0,1,1,121,332,2333,323,1
1,1,1,0,0,323,212,3113,322,1
1,0,0,0,1,212,321,2122,122,1
1,1,1,1,1,212,321,1113,212,1
0,0,0,1,0,131,212,2211,122,0
