iStimSide,iTargSide,iSideFirst,iStim,iGen,sylTarg,sylDist,sylCent,sylFlank,sylFlankFirst
1,0,1,0,0,211,132,2133,122,0
1,1,0,0,1,231,313,2131,112,0
1,0,0,1,0,212,131,3122,222,0
1,1,1,1,1,232,121,2223,233,1
1,0,0,0,0,231,313,2112,122,1
0,0,1,0,1,231,113,3132,331,0
0,1,0,1,1,113,322,2221,322,0
1,1,0,1,1,323,131,2223,112,0
1,0,1,0,1,323,131,1331,113,0
0,0,0,0,1,121,313,1112,122,0
0,1,1,1,0,123,212,1222,212,1
0,1,1,1,1,131,312,3323,313,1
1,0,0,0,1,131,223,1231,133,1
0,1,0,0,0,323,231,3212,113,0
0,1,1,0,0,323,132,2312,122,1
0,1,0,0,1,132,313,2333,232,0
0,0,0,1,0,123,212,2112,113,1
1,1,0,1,0,121,312,2331,222,1
0,1,1,0,1,323,132,2133,331,0
0,0,1,1,0,231,323,2133,111,0
1,1,1,0,0,232,123,3233,233,0
1,1,1,1,0,323,112,2331,133,1
0,0,0,0,0,123,312,2121,122,1
1,0,1,1,1,312,121,2213,112,1
0,0,1,0,0,232,123,3311,312,0
0,0,1,1,1,131,323,2323,311,0
0,0,0,1,1,121,332,1232,112,1
1,0,0,1,1,212,323,1121,121,1
1,0,1,1,0,131,323,2231,112,0
0,1,0,1,0,212,131,3111,233,1
1,1,0,0,0,213,131,2333,333,1
1,1,1,0,1,123,311,3223,211,1
