iStimSide,iTargSide,iSideFirst,iStim,iGen,sylTarg,sylDist,sylCent,sylFlank,sylFlankFirst
0,1,1,0,0,231,323,3122,311,0
1,1,1,1,1,112,323,2112,111,0
0,0,0,1,1,133,321,2221,211,0
0,0,0,0,1,313,232,2331,123,0
0,1,0,0,0,212,321,3222,332,0
1,0,0,0,0,131,312,3213,232,0
1,1,1,0,0,311,132,1113,212,1
0,1,1,1,1,223,131,3321,312,0
1,0,1,1,1,113,321,2112,122,1
0,0,1,1,0,321,113,1122,332,1
1,0,0,0,1,122,231,3123,323,0
0,1,1,0,1,312,123,1233,332,1
0,0,1,1,1,323,132,1333,333,0
1,0,0,1,0,232,121,3311,322,0
0,1,0,1,0,321,213,2311,113,1
0,0,0,1,0,213,331,2312,121,1
1,0,1,1,0,132,313,3123,223,0
1,0,1,0,1,231,313,2221,233,0
1,1,0,1,0,131,323,2113,233,1
1,0,0,1,1,323,131,2131,113,1
1,1,1,1,0,312,231,2111,322,1
1,1,0,0,1,323,212,2133,111,1
0,0,1,0,0,123,232,1322,112,1
1,1,0,0,0,213,131,2112,213,1
0,1,0,1,1,212,131,3322,222,0
1,0,1,0,0,331,212,3113,232,1
0,0,1,0,1,321,232,3112,123,0
1,1,1,0,1,321,233,1323,313,0
1,1,0,1,1,231,323,2132,333,1
0,1,1,1,0,223,132,1222,122,0
0,1,0,0,1,212,131,1212,111,1
0,0,0,0,0,313,232,3223,311,1
